region1,region2,ratio,common_authors,first
Belgium,USSR-finn,0,0,0
USSR-finn,Belgium,0,0,0
Belgium,USSR-grúz,0.17647058823529413,3,3
USSR-grúz,Belgium,0.13043478260869565,3,0
Belgium,USSR-kazah,0.058823529411764705,1,1
USSR-kazah,Belgium,0.1111111111111111,1,0
Belgium,USSR-kirgiz,0,0,0
USSR-kirgiz,Belgium,0,0,0
Belgium,USSR-lett,0.29411764705882354,5,4
USSR-lett,Belgium,0.17857142857142858,5,1
Belgium,USSR-litván,0.29411764705882354,5,4
USSR-litván,Belgium,0.14285714285714285,5,1
Belgium,USSR-moldva,0.17647058823529413,3,3
USSR-moldva,Belgium,0.2727272727272727,3,0
Belgium,USSR-orosz,0.5882352941176471,10,6
USSR-orosz,Belgium,0.06756756756756757,10,4
Belgium,USSR-tadzsik,0,0,0
USSR-tadzsik,Belgium,0,0,0
Belgium,USSR-türkmén,0.058823529411764705,1,1
USSR-türkmén,Belgium,0.2,1,0
Belgium,USSR-udmurt,0,0,0
USSR-udmurt,Belgium,0,0,0
Belgium,USSR-ukrán,0.29411764705882354,5,5
USSR-ukrán,Belgium,0.1111111111111111,5,0
Belgium,USSR-észt,0.29411764705882354,5,3
USSR-észt,Belgium,0.15151515151515152,5,2
Belgium,USSR-örmény,0.11764705882352941,2,2
USSR-örmény,Belgium,0.125,2,0
Belgium,USSR-üzbég,0.058823529411764705,1,1
USSR-üzbég,Belgium,0.125,1,0
Belgium,Venezuela,0,0,0
Venezuela,Belgium,0,0,0
Belgium,Vietnam,0.11764705882352941,2,1
Vietnam,Belgium,0.4,2,1
Belgium,Yugoslavia,0.5294117647058824,9,5.5
Yugoslavia,Belgium,0.10975609756097561,9,3.5
Brasil,Brasil,NA,NA,NA
Brasil,Bulgaria,0.3333333333333333,2,0
Bulgaria,Brasil,0.02857142857142857,2,2
Brasil,Canada,0,0,0
Canada,Brasil,0,0,0
Brasil,Chile,0,0,0
Chile,Brasil,0,0,0
Brasil,Colombia,0.16666666666666666,1,1
Colombia,Brasil,1,1,0
Brasil,Cuba,0,0,0
Cuba,Brasil,0,0,0
Brasil,Czechoslovakia-cseh,0.6666666666666666,4,3
Czechoslovakia-cseh,Brasil,0.028368794326241134,4,1
Brasil,Czechoslovakia-szlovák,0.6666666666666666,4,2
Czechoslovakia-szlovák,Brasil,0.024096385542168676,4,2
Brasil,Denmark,0,0,0
Denmark,Brasil,0,0,0
Brasil,Egypt,0,0,0
Egypt,Brasil,0,0,0
Brasil,Federal Republic of Germany,0.8333333333333334,5,1
Federal Republic of Germany,Brasil,0.05319148936170213,5,4
Brasil,Finland,0.5,3,1
Finland,Brasil,0.07142857142857142,3,2
Brasil,France,0.8333333333333334,5,0
France,Brasil,0.08333333333333333,5,5
Brasil,GDR,0.5,3,2
GDR,Brasil,0.01935483870967742,3,1
Brasil,Greece,0.16666666666666666,1,1
Greece,Brasil,0.25,1,0
Brasil,Hungary,0.5,3,2
Hungary,Brasil,0.02857142857142857,3,1
Brasil,India,0,0,0
India,Brasil,0,0,0
Brasil,Iran,0.16666666666666666,1,0
