region1,region2,ratio,common_authors,first
USSR-türkmén,Albania,0,0,0
Albania,USSR-udmurt,0,0,0
USSR-udmurt,Albania,0,0,0
Albania,USSR-ukrán,0,0,0
USSR-ukrán,Albania,0,0,0
Albania,USSR-észt,0,0,0
USSR-észt,Albania,0,0,0
Albania,USSR-örmény,0,0,0
USSR-örmény,Albania,0,0,0
Albania,USSR-üzbég,0,0,0
USSR-üzbég,Albania,0,0,0
Albania,Venezuela,0,0,0
Venezuela,Albania,0,0,0
Albania,Vietnam,0,0,0
Vietnam,Albania,0,0,0
Albania,Yugoslavia,0,0,0
Yugoslavia,Albania,0,0,0
Argentina,Argentina,NA,NA,NA
Argentina,Australia,0,0,0
Australia,Argentina,0,0,0
Argentina,Austria,0,0,0
Austria,Argentina,0,0,0
Argentina,Belgium,0,0,0
Belgium,Argentina,0,0,0
Argentina,Brasil,0,0,0
Brasil,Argentina,0,0,0
Argentina,Bulgaria,0,0,0
Bulgaria,Argentina,0,0,0
Argentina,Canada,0,0,0
Canada,Argentina,0,0,0
Argentina,Chile,0,0,0
Chile,Argentina,0,0,0
Argentina,Colombia,0,0,0
Colombia,Argentina,0,0,0
Argentina,Cuba,0,0,0
Cuba,Argentina,0,0,0
Argentina,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Argentina,0,0,0
Argentina,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Argentina,0,0,0
Argentina,Denmark,0,0,0
Denmark,Argentina,0,0,0
Argentina,Egypt,0,0,0
Egypt,Argentina,0,0,0
Argentina,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Argentina,0,0,0
Argentina,Finland,0,0,0
Finland,Argentina,0,0,0
Argentina,France,0,0,0
France,Argentina,0,0,0
Argentina,GDR,0,0,0
GDR,Argentina,0,0,0
Argentina,Greece,0,0,0
Greece,Argentina,0,0,0
Argentina,Hungary,0,0,0
Hungary,Argentina,0,0,0
Argentina,India,0,0,0
India,Argentina,0,0,0
Argentina,Iran,0,0,0
Iran,Argentina,0,0,0
Argentina,Israel,0,0,0
Israel,Argentina,0,0,0
Argentina,Italy,0,0,0
Italy,Argentina,0,0,0
Argentina,Japan,0,0,0
Japan,Argentina,0,0,0
Argentina,Liechtenstein,0,0,0
Liechtenstein,Argentina,0,0,0
Argentina,Malaysia,0,0,0
Malaysia,Argentina,0,0,0
Argentina,Mexico,0,0,0
Mexico,Argentina,0,0,0
Argentina,Mongolia,0,0,0
Mongolia,Argentina,0,0,0
Argentina,Netherlands,0,0,0
Netherlands,Argentina,0,0,0
Argentina,North Korea,0,0,0
North Korea,Argentina,0,0,0
Argentina,Norway,0,0,0
Norway,Argentina,0,0,0
Argentina,PR China,0,0,0
PR China,Argentina,0,0,0
Argentina,Poland,0,0,0
Poland,Argentina,0,0,0
Argentina,Portugal,0,0,0
Portugal,Argentina,0,0,0
Argentina,Romania,0,0,0
Romania,Argentina,0,0,0
Argentina,Singapore,0,0,0
Singapore,Argentina,0,0,0
Argentina,South Korea,0,0,0
South Korea,Argentina,0,0,0
Argentina,Spain,0,0,0
Spain,Argentina,0,0,0
Argentina,Sweden,0,0,0
Sweden,Argentina,0,0,0
Argentina,Switzerland,0,0,0
Switzerland,Argentina,0,0,0
Argentina,Turkey,0,0,0
Turkey,Argentina,0,0,0
Argentina,UK,0,0,0
UK,Argentina,0,0,0
Argentina,USA,0,0,0
USA,Argentina,0,0,0
Argentina,USSR-altaji,0,0,0
USSR-altaji,Argentina,0,0,0
Argentina,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Argentina,0,0,0
Argentina,USSR-baskir,0,0,0
USSR-baskir,Argentina,0,0,0
Argentina,USSR-csuvas,0,0,0
USSR-csuvas,Argentina,0,0,0
Argentina,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Argentina,0,0,0
Argentina,USSR-finn,0,0,0
USSR-finn,Argentina,0,0,0
Argentina,USSR-grúz,0,0,0
USSR-grúz,Argentina,0,0,0
Argentina,USSR-kazah,0,0,0
USSR-kazah,Argentina,0,0,0
Argentina,USSR-kirgiz,0,0,0
USSR-kirgiz,Argentina,0,0,0
Argentina,USSR-lett,0,0,0
USSR-lett,Argentina,0,0,0
Argentina,USSR-litván,0,0,0
USSR-litván,Argentina,0,0,0
Argentina,USSR-moldva,0,0,0
USSR-moldva,Argentina,0,0,0
Argentina,USSR-orosz,0,0,0
USSR-orosz,Argentina,0,0,0
Argentina,USSR-tadzsik,0,0,0
USSR-tadzsik,Argentina,0,0,0
Argentina,USSR-türkmén,0,0,0
USSR-türkmén,Argentina,0,0,0
Argentina,USSR-udmurt,0,0,0
USSR-udmurt,Argentina,0,0,0
Argentina,USSR-ukrán,0,0,0
USSR-ukrán,Argentina,0,0,0
Argentina,USSR-észt,0,0,0
USSR-észt,Argentina,0,0,0
Argentina,USSR-örmény,0,0,0
USSR-örmény,Argentina,0,0,0
Argentina,USSR-üzbég,0,0,0
USSR-üzbég,Argentina,0,0,0
Argentina,Venezuela,0,0,0
Venezuela,Argentina,0,0,0
Argentina,Vietnam,0,0,0
Vietnam,Argentina,0,0,0
Argentina,Yugoslavia,0,0,0
Yugoslavia,Argentina,0,0,0
Australia,Australia,NA,NA,NA
Australia,Austria,0,0,0
Austria,Australia,0,0,0
Australia,Belgium,0,0,0
Belgium,Australia,0,0,0
Australia,Brasil,0,0,0
Brasil,Australia,0,0,0
Australia,Bulgaria,0,0,0
Bulgaria,Australia,0,0,0
Australia,Canada,0,0,0
Canada,Australia,0,0,0
Australia,Chile,0,0,0
Chile,Australia,0,0,0
Australia,Colombia,0,0,0
Colombia,Australia,0,0,0
Australia,Cuba,0,0,0
Cuba,Australia,0,0,0
Australia,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Australia,0,0,0
Australia,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Australia,0,0,0
Australia,Denmark,0,0,0
Denmark,Australia,0,0,0
Australia,Egypt,0,0,0
Egypt,Australia,0,0,0
Australia,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Australia,0,0,0
Australia,Finland,0,0,0
Finland,Australia,0,0,0
Australia,France,0,0,0
France,Australia,0,0,0
Australia,GDR,0,0,0
GDR,Australia,0,0,0
Australia,Greece,0,0,0
Greece,Australia,0,0,0
Australia,Hungary,0,0,0
Hungary,Australia,0,0,0
Australia,India,0,0,0
India,Australia,0,0,0
Australia,Iran,0,0,0
Iran,Australia,0,0,0
Australia,Israel,0,0,0
Israel,Australia,0,0,0
Australia,Italy,0,0,0
Italy,Australia,0,0,0
Australia,Japan,0,0,0
Japan,Australia,0,0,0
Australia,Liechtenstein,0,0,0
Liechtenstein,Australia,0,0,0
Australia,Malaysia,0,0,0
Malaysia,Australia,0,0,0
Australia,Mexico,0,0,0
Mexico,Australia,0,0,0
Australia,Mongolia,0,0,0
Mongolia,Australia,0,0,0
Australia,Netherlands,0,0,0
Netherlands,Australia,0,0,0
Australia,North Korea,0,0,0
North Korea,Australia,0,0,0
Australia,Norway,0,0,0
Norway,Australia,0,0,0
Australia,PR China,0,0,0
PR China,Australia,0,0,0
Australia,Poland,0,0,0
Poland,Australia,0,0,0
Australia,Portugal,0,0,0
Portugal,Australia,0,0,0
Australia,Romania,0,0,0
Romania,Australia,0,0,0
Australia,Singapore,0,0,0
Singapore,Australia,0,0,0
Australia,South Korea,0,0,0
South Korea,Australia,0,0,0
Australia,Spain,0,0,0
Spain,Australia,0,0,0
Australia,Sweden,0,0,0
Sweden,Australia,0,0,0
Australia,Switzerland,0,0,0
Switzerland,Australia,0,0,0
Australia,Turkey,0,0,0
Turkey,Australia,0,0,0
Australia,UK,0,0,0
UK,Australia,0,0,0
Australia,USA,0,0,0
USA,Australia,0,0,0
Australia,USSR-altaji,0,0,0
USSR-altaji,Australia,0,0,0
Australia,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Australia,0,0,0
Australia,USSR-baskir,0,0,0
USSR-baskir,Australia,0,0,0
Australia,USSR-csuvas,0,0,0
USSR-csuvas,Australia,0,0,0
Australia,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Australia,0,0,0
Australia,USSR-finn,0,0,0
USSR-finn,Australia,0,0,0
Australia,USSR-grúz,0,0,0
USSR-grúz,Australia,0,0,0
Australia,USSR-kazah,0,0,0
USSR-kazah,Australia,0,0,0
Australia,USSR-kirgiz,0,0,0
USSR-kirgiz,Australia,0,0,0
Australia,USSR-lett,0,0,0
USSR-lett,Australia,0,0,0
Australia,USSR-litván,0,0,0
USSR-litván,Australia,0,0,0
Australia,USSR-moldva,0,0,0
USSR-moldva,Australia,0,0,0
Australia,USSR-orosz,0,0,0
USSR-orosz,Australia,0,0,0
Australia,USSR-tadzsik,0,0,0
USSR-tadzsik,Australia,0,0,0
Australia,USSR-türkmén,0,0,0
USSR-türkmén,Australia,0,0,0
Australia,USSR-udmurt,0,0,0
USSR-udmurt,Australia,0,0,0
Australia,USSR-ukrán,0,0,0
USSR-ukrán,Australia,0,0,0
Australia,USSR-észt,0,0,0
USSR-észt,Australia,0,0,0
Australia,USSR-örmény,0,0,0
USSR-örmény,Australia,0,0,0
Australia,USSR-üzbég,0,0,0
USSR-üzbég,Australia,0,0,0
Australia,Venezuela,0,0,0
Venezuela,Australia,0,0,0
Australia,Vietnam,0,0,0
Vietnam,Australia,0,0,0
Australia,Yugoslavia,0,0,0
Yugoslavia,Australia,0,0,0
Austria,Austria,NA,NA,NA
Austria,Belgium,0,0,0
Belgium,Austria,0,0,0
Austria,Brasil,0,0,0
Brasil,Austria,0,0,0
Austria,Bulgaria,0,0,0
Bulgaria,Austria,0,0,0
Austria,Canada,0,0,0
Canada,Austria,0,0,0
Austria,Chile,0,0,0
Chile,Austria,0,0,0
Austria,Colombia,0,0,0
Colombia,Austria,0,0,0
Austria,Cuba,0,0,0
Cuba,Austria,0,0,0
Austria,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Austria,0,0,0
Austria,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Austria,0,0,0
Austria,Denmark,0,0,0
Denmark,Austria,0,0,0
Austria,Egypt,0,0,0
Egypt,Austria,0,0,0
Austria,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Austria,0,0,0
Austria,Finland,0,0,0
Finland,Austria,0,0,0
Austria,France,0,0,0
France,Austria,0,0,0
Austria,GDR,0,0,0
GDR,Austria,0,0,0
Austria,Greece,0,0,0
Greece,Austria,0,0,0
Austria,Hungary,0,0,0
Hungary,Austria,0,0,0
Austria,India,0,0,0
India,Austria,0,0,0
Austria,Iran,0,0,0
Iran,Austria,0,0,0
Austria,Israel,0,0,0
Israel,Austria,0,0,0
Austria,Italy,0,0,0
Italy,Austria,0,0,0
Austria,Japan,0,0,0
Japan,Austria,0,0,0
Austria,Liechtenstein,0,0,0
Liechtenstein,Austria,0,0,0
Austria,Malaysia,0,0,0
Malaysia,Austria,0,0,0
Austria,Mexico,0,0,0
Mexico,Austria,0,0,0
Austria,Mongolia,0,0,0
Mongolia,Austria,0,0,0
Austria,Netherlands,0,0,0
Netherlands,Austria,0,0,0
Austria,North Korea,0,0,0
North Korea,Austria,0,0,0
Austria,Norway,0,0,0
Norway,Austria,0,0,0
Austria,PR China,0,0,0
PR China,Austria,0,0,0
Austria,Poland,0,0,0
Poland,Austria,0,0,0
Austria,Portugal,0,0,0
Portugal,Austria,0,0,0
Austria,Romania,0,0,0
Romania,Austria,0,0,0
Austria,Singapore,0,0,0
Singapore,Austria,0,0,0
Austria,South Korea,0,0,0
South Korea,Austria,0,0,0
Austria,Spain,0,0,0
Spain,Austria,0,0,0
Austria,Sweden,0,0,0
Sweden,Austria,0,0,0
Austria,Switzerland,0,0,0
Switzerland,Austria,0,0,0
Austria,Turkey,0,0,0
Turkey,Austria,0,0,0
Austria,UK,0,0,0
UK,Austria,0,0,0
Austria,USA,0,0,0
USA,Austria,0,0,0
Austria,USSR-altaji,0,0,0
USSR-altaji,Austria,0,0,0
Austria,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Austria,0,0,0
Austria,USSR-baskir,0,0,0
USSR-baskir,Austria,0,0,0
Austria,USSR-csuvas,0,0,0
USSR-csuvas,Austria,0,0,0
Austria,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Austria,0,0,0
Austria,USSR-finn,0,0,0
USSR-finn,Austria,0,0,0
Austria,USSR-grúz,0,0,0
USSR-grúz,Austria,0,0,0
Austria,USSR-kazah,0,0,0
USSR-kazah,Austria,0,0,0
Austria,USSR-kirgiz,0,0,0
USSR-kirgiz,Austria,0,0,0
Austria,USSR-lett,0,0,0
USSR-lett,Austria,0,0,0
Austria,USSR-litván,0,0,0
USSR-litván,Austria,0,0,0
Austria,USSR-moldva,0,0,0
USSR-moldva,Austria,0,0,0
Austria,USSR-orosz,0,0,0
USSR-orosz,Austria,0,0,0
Austria,USSR-tadzsik,0,0,0
USSR-tadzsik,Austria,0,0,0
Austria,USSR-türkmén,0,0,0
USSR-türkmén,Austria,0,0,0
Austria,USSR-udmurt,0,0,0
USSR-udmurt,Austria,0,0,0
Austria,USSR-ukrán,0,0,0
USSR-ukrán,Austria,0,0,0
Austria,USSR-észt,0,0,0
USSR-észt,Austria,0,0,0
Austria,USSR-örmény,0,0,0
USSR-örmény,Austria,0,0,0
Austria,USSR-üzbég,0,0,0
USSR-üzbég,Austria,0,0,0
Austria,Venezuela,0,0,0
Venezuela,Austria,0,0,0
Austria,Vietnam,0,0,0
Vietnam,Austria,0,0,0
Austria,Yugoslavia,0,0,0
Yugoslavia,Austria,0,0,0
Belgium,Belgium,NA,NA,NA
Belgium,Brasil,0,0,0
Brasil,Belgium,0,0,0
Belgium,Bulgaria,0,0,0
Bulgaria,Belgium,0,0,0
Belgium,Canada,0,0,0
Canada,Belgium,0,0,0
Belgium,Chile,0,0,0
Chile,Belgium,0,0,0
Belgium,Colombia,0,0,0
Colombia,Belgium,0,0,0
Belgium,Cuba,0,0,0
Cuba,Belgium,0,0,0
Belgium,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Belgium,0,0,0
Belgium,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Belgium,0,0,0
Belgium,Denmark,0,0,0
Denmark,Belgium,0,0,0
Belgium,Egypt,0,0,0
Egypt,Belgium,0,0,0
Belgium,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Belgium,0,0,0
Belgium,Finland,0,0,0
Finland,Belgium,0,0,0
Belgium,France,0,0,0
France,Belgium,0,0,0
Belgium,GDR,0,0,0
GDR,Belgium,0,0,0
Belgium,Greece,0,0,0
Greece,Belgium,0,0,0
Belgium,Hungary,0,0,0
Hungary,Belgium,0,0,0
Belgium,India,0,0,0
India,Belgium,0,0,0
Belgium,Iran,0,0,0
Iran,Belgium,0,0,0
Belgium,Israel,0,0,0
Israel,Belgium,0,0,0
Belgium,Italy,0,0,0
Italy,Belgium,0,0,0
Belgium,Japan,0,0,0
Japan,Belgium,0,0,0
Belgium,Liechtenstein,0,0,0
Liechtenstein,Belgium,0,0,0
Belgium,Malaysia,0,0,0
Malaysia,Belgium,0,0,0
Belgium,Mexico,0,0,0
Mexico,Belgium,0,0,0
Belgium,Mongolia,0,0,0
Mongolia,Belgium,0,0,0
Belgium,Netherlands,0,0,0
Netherlands,Belgium,0,0,0
Belgium,North Korea,0,0,0
North Korea,Belgium,0,0,0
Belgium,Norway,0,0,0
Norway,Belgium,0,0,0
Belgium,PR China,0,0,0
PR China,Belgium,0,0,0
Belgium,Poland,0,0,0
Poland,Belgium,0,0,0
Belgium,Portugal,0,0,0
Portugal,Belgium,0,0,0
Belgium,Romania,0,0,0
Romania,Belgium,0,0,0
Belgium,Singapore,0,0,0
Singapore,Belgium,0,0,0
Belgium,South Korea,0,0,0
South Korea,Belgium,0,0,0
Belgium,Spain,0,0,0
Spain,Belgium,0,0,0
Belgium,Sweden,0,0,0
Sweden,Belgium,0,0,0
Belgium,Switzerland,0,0,0
Switzerland,Belgium,0,0,0
Belgium,Turkey,0,0,0
Turkey,Belgium,0,0,0
Belgium,UK,0,0,0
UK,Belgium,0,0,0
Belgium,USA,0,0,0
USA,Belgium,0,0,0
Belgium,USSR-altaji,0,0,0
USSR-altaji,Belgium,0,0,0
Belgium,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Belgium,0,0,0
Belgium,USSR-baskir,0,0,0
USSR-baskir,Belgium,0,0,0
Belgium,USSR-csuvas,0,0,0
USSR-csuvas,Belgium,0,0,0
Belgium,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Belgium,0,0,0
Belgium,USSR-finn,0,0,0
USSR-finn,Belgium,0,0,0
Belgium,USSR-grúz,0,0,0
USSR-grúz,Belgium,0,0,0
Belgium,USSR-kazah,0,0,0
USSR-kazah,Belgium,0,0,0
Belgium,USSR-kirgiz,0,0,0
USSR-kirgiz,Belgium,0,0,0
Belgium,USSR-lett,0,0,0
USSR-lett,Belgium,0,0,0
Belgium,USSR-litván,0,0,0
USSR-litván,Belgium,0,0,0
Belgium,USSR-moldva,0,0,0
USSR-moldva,Belgium,0,0,0
Belgium,USSR-orosz,0,0,0
USSR-orosz,Belgium,0,0,0
Belgium,USSR-tadzsik,0,0,0
USSR-tadzsik,Belgium,0,0,0
Belgium,USSR-türkmén,0,0,0
USSR-türkmén,Belgium,0,0,0
Belgium,USSR-udmurt,0,0,0
USSR-udmurt,Belgium,0,0,0
Belgium,USSR-ukrán,0,0,0
USSR-ukrán,Belgium,0,0,0
Belgium,USSR-észt,0,0,0
USSR-észt,Belgium,0,0,0
Belgium,USSR-örmény,0,0,0
USSR-örmény,Belgium,0,0,0
Belgium,USSR-üzbég,0,0,0
USSR-üzbég,Belgium,0,0,0
Belgium,Venezuela,0,0,0
Venezuela,Belgium,0,0,0
Belgium,Vietnam,0,0,0
Vietnam,Belgium,0,0,0
Belgium,Yugoslavia,0,0,0
Yugoslavia,Belgium,0,0,0
Brasil,Brasil,NA,NA,NA
Brasil,Bulgaria,0,0,0
Bulgaria,Brasil,0,0,0
Brasil,Canada,0,0,0
Canada,Brasil,0,0,0
Brasil,Chile,0,0,0
Chile,Brasil,0,0,0
Brasil,Colombia,0,0,0
Colombia,Brasil,0,0,0
Brasil,Cuba,0,0,0
Cuba,Brasil,0,0,0
Brasil,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Brasil,0,0,0
Brasil,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Brasil,0,0,0
Brasil,Denmark,0,0,0
Denmark,Brasil,0,0,0
Brasil,Egypt,0,0,0
Egypt,Brasil,0,0,0
Brasil,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Brasil,0,0,0
Brasil,Finland,0,0,0
Finland,Brasil,0,0,0
Brasil,France,0,0,0
France,Brasil,0,0,0
Brasil,GDR,0,0,0
GDR,Brasil,0,0,0
Brasil,Greece,0,0,0
Greece,Brasil,0,0,0
Brasil,Hungary,0,0,0
Hungary,Brasil,0,0,0
Brasil,India,0,0,0
India,Brasil,0,0,0
Brasil,Iran,0,0,0
Iran,Brasil,0,0,0
Brasil,Israel,0,0,0
Israel,Brasil,0,0,0
Brasil,Italy,0,0,0
Italy,Brasil,0,0,0
Brasil,Japan,0,0,0
Japan,Brasil,0,0,0
Brasil,Liechtenstein,0,0,0
Liechtenstein,Brasil,0,0,0
Brasil,Malaysia,0,0,0
Malaysia,Brasil,0,0,0
Brasil,Mexico,0,0,0
Mexico,Brasil,0,0,0
Brasil,Mongolia,0,0,0
Mongolia,Brasil,0,0,0
Brasil,Netherlands,0,0,0
Netherlands,Brasil,0,0,0
Brasil,North Korea,0,0,0
North Korea,Brasil,0,0,0
Brasil,Norway,0,0,0
Norway,Brasil,0,0,0
Brasil,PR China,0,0,0
PR China,Brasil,0,0,0
Brasil,Poland,0,0,0
Poland,Brasil,0,0,0
Brasil,Portugal,0,0,0
Portugal,Brasil,0,0,0
Brasil,Romania,0,0,0
Romania,Brasil,0,0,0
Brasil,Singapore,0,0,0
Singapore,Brasil,0,0,0
Brasil,South Korea,0,0,0
South Korea,Brasil,0,0,0
Brasil,Spain,0,0,0
Spain,Brasil,0,0,0
Brasil,Sweden,0,0,0
Sweden,Brasil,0,0,0
Brasil,Switzerland,0,0,0
Switzerland,Brasil,0,0,0
Brasil,Turkey,0,0,0
Turkey,Brasil,0,0,0
Brasil,UK,0,0,0
UK,Brasil,0,0,0
Brasil,USA,0,0,0
USA,Brasil,0,0,0
Brasil,USSR-altaji,0,0,0
USSR-altaji,Brasil,0,0,0
Brasil,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Brasil,0,0,0
Brasil,USSR-baskir,0,0,0
USSR-baskir,Brasil,0,0,0
Brasil,USSR-csuvas,0,0,0
USSR-csuvas,Brasil,0,0,0
Brasil,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Brasil,0,0,0
Brasil,USSR-finn,0,0,0
USSR-finn,Brasil,0,0,0
Brasil,USSR-grúz,0,0,0
USSR-grúz,Brasil,0,0,0
Brasil,USSR-kazah,0,0,0
USSR-kazah,Brasil,0,0,0
Brasil,USSR-kirgiz,0,0,0
USSR-kirgiz,Brasil,0,0,0
Brasil,USSR-lett,0,0,0
USSR-lett,Brasil,0,0,0
Brasil,USSR-litván,0,0,0
USSR-litván,Brasil,0,0,0
Brasil,USSR-moldva,0,0,0
USSR-moldva,Brasil,0,0,0
Brasil,USSR-orosz,0,0,0
USSR-orosz,Brasil,0,0,0
Brasil,USSR-tadzsik,0,0,0
USSR-tadzsik,Brasil,0,0,0
Brasil,USSR-türkmén,0,0,0
USSR-türkmén,Brasil,0,0,0
Brasil,USSR-udmurt,0,0,0
USSR-udmurt,Brasil,0,0,0
Brasil,USSR-ukrán,0,0,0
USSR-ukrán,Brasil,0,0,0
Brasil,USSR-észt,0,0,0
USSR-észt,Brasil,0,0,0
Brasil,USSR-örmény,0,0,0
USSR-örmény,Brasil,0,0,0
Brasil,USSR-üzbég,0,0,0
USSR-üzbég,Brasil,0,0,0
Brasil,Venezuela,0,0,0
Venezuela,Brasil,0,0,0
Brasil,Vietnam,0,0,0
Vietnam,Brasil,0,0,0
Brasil,Yugoslavia,0,0,0
Yugoslavia,Brasil,0,0,0
Bulgaria,Bulgaria,NA,NA,NA
Bulgaria,Canada,0,0,0
Canada,Bulgaria,0,0,0
Bulgaria,Chile,0,0,0
Chile,Bulgaria,0,0,0
Bulgaria,Colombia,0,0,0
Colombia,Bulgaria,0,0,0
Bulgaria,Cuba,0,0,0
Cuba,Bulgaria,0,0,0
Bulgaria,Czechoslovakia-cseh,0.12857142857142856,9,4
Czechoslovakia-cseh,Bulgaria,0.06382978723404255,9,5
Bulgaria,Czechoslovakia-szlovák,0.12857142857142856,9,4
Czechoslovakia-szlovák,Bulgaria,0.05421686746987952,9,5
Bulgaria,Denmark,0,0,0
Denmark,Bulgaria,0,0,0
Bulgaria,Egypt,0,0,0
Egypt,Bulgaria,0,0,0
Bulgaria,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Bulgaria,0,0,0
Bulgaria,Finland,0,0,0
Finland,Bulgaria,0,0,0
Bulgaria,France,0,0,0
France,Bulgaria,0,0,0
Bulgaria,GDR,0.14285714285714285,10,2
GDR,Bulgaria,0.06451612903225806,10,8
Bulgaria,Greece,0,0,0
Greece,Bulgaria,0,0,0
Bulgaria,Hungary,0.02857142857142857,2,1
Hungary,Bulgaria,0.01904761904761905,2,1
Bulgaria,India,0,0,0
India,Bulgaria,0,0,0
Bulgaria,Iran,0,0,0
Iran,Bulgaria,0,0,0
Bulgaria,Israel,0,0,0
Israel,Bulgaria,0,0,0
Bulgaria,Italy,0,0,0
Italy,Bulgaria,0,0,0
Bulgaria,Japan,0,0,0
Japan,Bulgaria,0,0,0
Bulgaria,Liechtenstein,0,0,0
Liechtenstein,Bulgaria,0,0,0
Bulgaria,Malaysia,0,0,0
