region1,region2,ratio,common_authors,first
USSR-türkmén,Albania,0,0,0
Albania,USSR-udmurt,0,0,0
USSR-udmurt,Albania,0,0,0
Albania,USSR-ukrán,1,4,3
USSR-ukrán,Albania,0.5714285714285714,4,1
Albania,USSR-észt,0.5,2,1
USSR-észt,Albania,0.2857142857142857,2,1
Albania,USSR-örmény,0.25,1,1
USSR-örmény,Albania,0.14285714285714285,1,0
Albania,USSR-üzbég,0,0,0
USSR-üzbég,Albania,0,0,0
Albania,United Kingdom,0.5,2,2
United Kingdom,Albania,0.2857142857142857,2,0
Albania,United States,0.25,1,1
United States,Albania,0.14285714285714285,1,0
Albania,Vietnam,0.5,2,2
Vietnam,Albania,0.2857142857142857,2,0
Albania,Yugoslavia,0.75,3,3
Yugoslavia,Albania,0.42857142857142855,3,0
Austria,Austria,NA,NA,NA
Austria,Belgium,0.17073170731707318,7,4
Belgium,Austria,1,7,3
Austria,Bulgaria,0.2682926829268293,11,5.5
Bulgaria,Austria,1.5714285714285714,11,5.5
Austria,China,0.0975609756097561,4,4
China,Austria,0.5714285714285714,4,0
Austria,Cuba,0.024390243902439025,1,1
Cuba,Austria,0.14285714285714285,1,0
Austria,Czechoslovakia-cseh,0.3902439024390244,16,11
Czechoslovakia-cseh,Austria,2.2857142857142856,16,5
Austria,Czechoslovakia-szlovák,0.3170731707317073,13,7
Czechoslovakia-szlovák,Austria,1.8571428571428572,13,6
Austria,Czechoslovakia-ukrán,0,0,0
Czechoslovakia-ukrán,Austria,0,0,0
Austria,Denmark,0.14634146341463414,6,6
Denmark,Austria,0.8571428571428571,6,0
Austria,Federal Republic of Germany,0.4146341463414634,17,10
Federal Republic of Germany,Austria,2.4285714285714284,17,7
Austria,Finland,0.24390243902439024,10,7
Finland,Austria,1.4285714285714286,10,3
Austria,France,0.36585365853658536,15,9
France,Austria,2.142857142857143,15,6
Austria,German Democratic Republic,0.36585365853658536,15,8
German Democratic Republic,Austria,2.142857142857143,15,7
Austria,Hungary,0.1951219512195122,8,5
Hungary,Austria,1.1428571428571428,8,3
Austria,Israel,0.0975609756097561,4,3
Israel,Austria,0.5714285714285714,4,1
Austria,Italy,0.3902439024390244,16,10
Italy,Austria,2.2857142857142856,16,6
Austria,Japan,0.0975609756097561,4,3
Japan,Austria,0.5714285714285714,4,1
Austria,Mongolia,0,0,0
Mongolia,Austria,0,0,0
Austria,Netherlands,0.21951219512195122,9,7
Netherlands,Austria,1.2857142857142858,9,2
Austria,Norway,0.12195121951219512,5,4
Norway,Austria,0.7142857142857143,5,1
Austria,Poland,0.34146341463414637,14,10
Poland,Austria,2,14,4
Austria,Romania,0.2926829268292683,12,8
Romania,Austria,1.7142857142857142,12,4
Austria,Spain,0.3170731707317073,13,8.5
Spain,Austria,1.8571428571428572,13,4.5
Austria,Sweden,0.1951219512195122,8,6
Sweden,Austria,1.1428571428571428,8,2
Austria,Turkey,0.0975609756097561,4,3.5
Turkey,Austria,0.5714285714285714,4,0.5
Austria,USSR-altaji,0,0,0
USSR-altaji,Austria,0,0,0
Austria,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Austria,0,0,0
Austria,USSR-csuvas,0,0,0
USSR-csuvas,Austria,0,0,0
Austria,USSR-fehérorosz,0.04878048780487805,2,2
USSR-fehérorosz,Austria,0.2857142857142857,2,0
Austria,USSR-finn,0,0,0
USSR-finn,Austria,0,0,0
Austria,USSR-grúz,0.0975609756097561,4,3
USSR-grúz,Austria,0.5714285714285714,4,1
Austria,USSR-kazah,0.024390243902439025,1,1
USSR-kazah,Austria,0.14285714285714285,1,0
Austria,USSR-kirgiz,0.024390243902439025,1,1
USSR-kirgiz,Austria,0.14285714285714285,1,0
Austria,USSR-lett,0.17073170731707318,7,7
USSR-lett,Austria,1,7,0
Austria,USSR-litván,0.0975609756097561,4,3
USSR-litván,Austria,0.5714285714285714,4,1
Austria,USSR-liv,0,0,0
USSR-liv,Austria,0,0,0
Austria,USSR-moldva,0.024390243902439025,1,1
USSR-moldva,Austria,0.14285714285714285,1,0
Austria,USSR-orosz,0.3902439024390244,16,12.5
USSR-orosz,Austria,2.2857142857142856,16,3.5
Austria,USSR-tadzsik,0,0,0
USSR-tadzsik,Austria,0,0,0
Austria,USSR-türkmén,0,0,0
USSR-türkmén,Austria,0,0,0
Austria,USSR-udmurt,0,0,0
USSR-udmurt,Austria,0,0,0
Austria,USSR-ukrán,0.12195121951219512,5,3
USSR-ukrán,Austria,0.7142857142857143,5,2
Austria,USSR-észt,0.17073170731707318,7,4.5
USSR-észt,Austria,1,7,2.5
Austria,USSR-örmény,0,0,0
USSR-örmény,Austria,0,0,0
Austria,USSR-üzbég,0.04878048780487805,2,2
USSR-üzbég,Austria,0.2857142857142857,2,0
Austria,United Kingdom,0.21951219512195122,9,7
United Kingdom,Austria,1.2857142857142858,9,2
Austria,United States,0.1951219512195122,8,2.5
United States,Austria,1.1428571428571428,8,5.5
Austria,Vietnam,0,0,0
Vietnam,Austria,0,0,0
Austria,Yugoslavia,0.3170731707317073,13,10
Yugoslavia,Austria,1.8571428571428572,13,3
Belgium,Belgium,NA,NA,NA
Belgium,Bulgaria,0.29411764705882354,5,1.5
Bulgaria,Belgium,0.7142857142857143,5,3.5
Belgium,China,0.11764705882352941,2,2
China,Belgium,0.2857142857142857,2,0
Belgium,Cuba,0.11764705882352941,2,0.5
Cuba,Belgium,0.2857142857142857,2,1.5
Belgium,Czechoslovakia-cseh,0.47058823529411764,8,3.5
Czechoslovakia-cseh,Belgium,1.1428571428571428,8,4.5
Belgium,Czechoslovakia-szlovák,0.5294117647058824,9,4
Czechoslovakia-szlovák,Belgium,1.2857142857142858,9,5
Belgium,Czechoslovakia-ukrán,0,0,0
Czechoslovakia-ukrán,Belgium,0,0,0
Belgium,Denmark,0.23529411764705882,4,2
Denmark,Belgium,0.5714285714285714,4,2
Belgium,Federal Republic of Germany,0.5882352941176471,10,6.5
Federal Republic of Germany,Belgium,1.4285714285714286,10,3.5
Belgium,Finland,0.29411764705882354,5,3
Finland,Belgium,0.7142857142857143,5,2
Belgium,France,0.5882352941176471,10,3.5
France,Belgium,1.4285714285714286,10,6.5
Belgium,German Democratic Republic,0.47058823529411764,8,4
German Democratic Republic,Belgium,1.1428571428571428,8,4
Belgium,Hungary,0.35294117647058826,6,3
Hungary,Belgium,0.8571428571428571,6,3
Belgium,Israel,0.11764705882352941,2,2
Israel,Belgium,0.2857142857142857,2,0
Belgium,Italy,0.47058823529411764,8,3.5
Italy,Belgium,1.1428571428571428,8,4.5
Belgium,Japan,0.11764705882352941,2,1.5
Japan,Belgium,0.2857142857142857,2,0.5
Belgium,Mongolia,0,0,0
Mongolia,Belgium,0,0,0
Belgium,Netherlands,0.4117647058823529,7,5.5
Netherlands,Belgium,1,7,1.5
Belgium,Norway,0.11764705882352941,2,2
Norway,Belgium,0.2857142857142857,2,0
Belgium,Poland,0.5882352941176471,10,5.5
Poland,Belgium,1.4285714285714286,10,4.5
Belgium,Romania,0.4117647058823529,7,3
Romania,Belgium,1,7,4
Belgium,Spain,0.47058823529411764,8,4
Spain,Belgium,1.1428571428571428,8,4
Belgium,Sweden,0.058823529411764705,1,1
Sweden,Belgium,0.14285714285714285,1,0
Belgium,Turkey,0.058823529411764705,1,1
Turkey,Belgium,0.14285714285714285,1,0
Belgium,USSR-altaji,0,0,0
USSR-altaji,Belgium,0,0,0
Belgium,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Belgium,0,0,0
Belgium,USSR-csuvas,0,0,0
USSR-csuvas,Belgium,0,0,0
Belgium,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Belgium,0,0,0
Belgium,USSR-finn,0,0,0
USSR-finn,Belgium,0,0,0
Belgium,USSR-grúz,0.058823529411764705,1,1
USSR-grúz,Belgium,0.14285714285714285,1,0
Belgium,USSR-kazah,0.058823529411764705,1,1
USSR-kazah,Belgium,0.14285714285714285,1,0
Belgium,USSR-kirgiz,0,0,0
USSR-kirgiz,Belgium,0,0,0
Belgium,USSR-lett,0.29411764705882354,5,3
USSR-lett,Belgium,0.7142857142857143,5,2
Belgium,USSR-litván,0.17647058823529413,3,2
USSR-litván,Belgium,0.42857142857142855,3,1
Belgium,USSR-liv,0,0,0
USSR-liv,Belgium,0,0,0
Belgium,USSR-moldva,0.058823529411764705,1,1
USSR-moldva,Belgium,0.14285714285714285,1,0
Belgium,USSR-orosz,0.47058823529411764,8,4
USSR-orosz,Belgium,1.1428571428571428,8,4
Belgium,USSR-tadzsik,0,0,0
USSR-tadzsik,Belgium,0,0,0
Belgium,USSR-türkmén,0.058823529411764705,1,1
USSR-türkmén,Belgium,0.14285714285714285,1,0
Belgium,USSR-udmurt,0,0,0
USSR-udmurt,Belgium,0,0,0
Belgium,USSR-ukrán,0.23529411764705882,4,3
USSR-ukrán,Belgium,0.5714285714285714,4,1
Belgium,USSR-észt,0.17647058823529413,3,1
USSR-észt,Belgium,0.42857142857142855,3,2
Belgium,USSR-örmény,0.058823529411764705,1,1
USSR-örmény,Belgium,0.14285714285714285,1,0
Belgium,USSR-üzbég,0.058823529411764705,1,1
USSR-üzbég,Belgium,0.14285714285714285,1,0
Belgium,United Kingdom,0.29411764705882354,5,1.5
United Kingdom,Belgium,0.7142857142857143,5,3.5
Belgium,United States,0.29411764705882354,5,4
United States,Belgium,0.7142857142857143,5,1
Belgium,Vietnam,0.058823529411764705,1,1
Vietnam,Belgium,0.14285714285714285,1,0
Belgium,Yugoslavia,0.35294117647058826,6,3
Yugoslavia,Belgium,0.8571428571428571,6,3
Bulgaria,Bulgaria,NA,NA,NA
Bulgaria,China,0.14925373134328357,10,8
China,Bulgaria,1.4285714285714286,10,2
Bulgaria,Cuba,0.04477611940298507,3,3
Cuba,Bulgaria,0.42857142857142855,3,0
Bulgaria,Czechoslovakia-cseh,0.6119402985074627,41,18
Czechoslovakia-cseh,Bulgaria,5.857142857142857,41,23
Bulgaria,Czechoslovakia-szlovák,0.6417910447761194,43,19
Czechoslovakia-szlovák,Bulgaria,6.142857142857143,43,24
Bulgaria,Czechoslovakia-ukrán,0,0,0
Czechoslovakia-ukrán,Bulgaria,0,0,0
Bulgaria,Denmark,0.11940298507462686,8,6
Denmark,Bulgaria,1.1428571428571428,8,2
Bulgaria,Federal Republic of Germany,0.34328358208955223,23,17
Federal Republic of Germany,Bulgaria,3.2857142857142856,23,6
Bulgaria,Finland,0.22388059701492538,15,8.5
Finland,Bulgaria,2.142857142857143,15,6.5
Bulgaria,France,0.2537313432835821,17,9.5
France,Bulgaria,2.4285714285714284,17,7.5
Bulgaria,German Democratic Republic,0.582089552238806,39,17
German Democratic Republic,Bulgaria,5.571428571428571,39,22
Bulgaria,Hungary,0.373134328358209,25,10.5
Hungary,Bulgaria,3.5714285714285716,25,14.5
Bulgaria,Israel,0.07462686567164178,5,4
Israel,Bulgaria,0.7142857142857143,5,1
Bulgaria,Italy,0.2537313432835821,17,9.5
Italy,Bulgaria,2.4285714285714284,17,7.5
Bulgaria,Japan,0.1044776119402985,7,5
Japan,Bulgaria,1,7,2
Bulgaria,Mongolia,0,0,0
Mongolia,Bulgaria,0,0,0
Bulgaria,Netherlands,0.13432835820895522,9,6.5
Netherlands,Bulgaria,1.2857142857142858,9,2.5
Bulgaria,Norway,0.11940298507462686,8,6
Norway,Bulgaria,1.1428571428571428,8,2
Bulgaria,Poland,0.5373134328358209,36,16.5
Poland,Bulgaria,5.142857142857143,36,19.5
Bulgaria,Romania,0.417910447761194,28,15
Romania,Bulgaria,4,28,13
Bulgaria,Spain,0.14925373134328357,10,6.5
Spain,Bulgaria,1.4285714285714286,10,3.5
Bulgaria,Sweden,0.14925373134328357,10,7.5
Sweden,Bulgaria,1.4285714285714286,10,2.5
Bulgaria,Turkey,0.07462686567164178,5,1
Turkey,Bulgaria,0.7142857142857143,5,4
Bulgaria,USSR-altaji,0,0,0
USSR-altaji,Bulgaria,0,0,0
Bulgaria,USSR-azerbajdzsán,0.05970149253731343,4,4
USSR-azerbajdzsán,Bulgaria,0.5714285714285714,4,0
Bulgaria,USSR-csuvas,0,0,0
USSR-csuvas,Bulgaria,0,0,0
Bulgaria,USSR-fehérorosz,0.04477611940298507,3,3
USSR-fehérorosz,Bulgaria,0.42857142857142855,3,0
Bulgaria,USSR-finn,0,0,0
USSR-finn,Bulgaria,0,0,0
Bulgaria,USSR-grúz,0.08955223880597014,6,5
USSR-grúz,Bulgaria,0.8571428571428571,6,1
Bulgaria,USSR-kazah,0.04477611940298507,3,3
USSR-kazah,Bulgaria,0.42857142857142855,3,0
Bulgaria,USSR-kirgiz,0.014925373134328358,1,1
USSR-kirgiz,Bulgaria,0.14285714285714285,1,0
Bulgaria,USSR-lett,0.26865671641791045,18,13
USSR-lett,Bulgaria,2.5714285714285716,18,5
Bulgaria,USSR-litván,0.14925373134328357,10,9
USSR-litván,Bulgaria,1.4285714285714286,10,1
Bulgaria,USSR-liv,0.014925373134328358,1,1
USSR-liv,Bulgaria,0.14285714285714285,1,0
Bulgaria,USSR-moldva,0.05970149253731343,4,4
USSR-moldva,Bulgaria,0.5714285714285714,4,0
Bulgaria,USSR-orosz,0.6865671641791045,46,24
USSR-orosz,Bulgaria,6.571428571428571,46,22
Bulgaria,USSR-tadzsik,0.014925373134328358,1,1
USSR-tadzsik,Bulgaria,0.14285714285714285,1,0
Bulgaria,USSR-türkmén,0.04477611940298507,3,2
USSR-türkmén,Bulgaria,0.42857142857142855,3,1
Bulgaria,USSR-udmurt,0,0,0
USSR-udmurt,Bulgaria,0,0,0
Bulgaria,USSR-ukrán,0.3283582089552239,22,17
USSR-ukrán,Bulgaria,3.142857142857143,22,5
Bulgaria,USSR-észt,0.14925373134328357,10,9
USSR-észt,Bulgaria,1.4285714285714286,10,1
Bulgaria,USSR-örmény,0.08955223880597014,6,5
USSR-örmény,Bulgaria,0.8571428571428571,6,1
Bulgaria,USSR-üzbég,0.04477611940298507,3,3
USSR-üzbég,Bulgaria,0.42857142857142855,3,0
Bulgaria,United Kingdom,0.16417910447761194,11,7.5
United Kingdom,Bulgaria,1.5714285714285714,11,3.5
Bulgaria,United States,0.1044776119402985,7,5.5
United States,Bulgaria,1,7,1.5
Bulgaria,Vietnam,0.029850746268656716,2,2
Vietnam,Bulgaria,0.2857142857142857,2,0
Bulgaria,Yugoslavia,0.31343283582089554,21,11.5
Yugoslavia,Bulgaria,3,21,9.5
China,China,NA,NA,NA
China,Cuba,0.037037037037037035,1,1
Cuba,China,0.14285714285714285,1,0
China,Czechoslovakia-cseh,0.5555555555555556,15,5
Czechoslovakia-cseh,China,2.142857142857143,15,10
China,Czechoslovakia-szlovák,0.4074074074074074,11,4
Czechoslovakia-szlovák,China,1.5714285714285714,11,7
China,Czechoslovakia-ukrán,0,0,0
Czechoslovakia-ukrán,China,0,0,0
China,Denmark,0.037037037037037035,1,1
Denmark,China,0.14285714285714285,1,0
China,Federal Republic of Germany,0.1111111111111111,3,3
Federal Republic of Germany,China,0.42857142857142855,3,0
China,Finland,0.07407407407407407,2,2
Finland,China,0.2857142857142857,2,0
China,France,0.2222222222222222,6,3
France,China,0.8571428571428571,6,3
China,German Democratic Republic,0.48148148148148145,13,6
German Democratic Republic,China,1.8571428571428572,13,7
China,Hungary,0.37037037037037035,10,8
Hungary,China,1.4285714285714286,10,2
China,Israel,0.14814814814814814,4,4
Israel,China,0.5714285714285714,4,0
China,Italy,0.25925925925925924,7,2
Italy,China,1,7,5
China,Japan,0.037037037037037035,1,1
Japan,China,0.14285714285714285,1,0
China,Mongolia,0.037037037037037035,1,1
Mongolia,China,0.14285714285714285,1,0
China,Netherlands,0.07407407407407407,2,2
Netherlands,China,0.2857142857142857,2,0
China,Norway,0.037037037037037035,1,1
Norway,China,0.14285714285714285,1,0
China,Poland,0.2962962962962963,8,2
Poland,China,1.1428571428571428,8,6
China,Romania,0.4444444444444444,12,5.5
Romania,China,1.7142857142857142,12,6.5
China,Spain,0.1111111111111111,3,2.5
Spain,China,0.42857142857142855,3,0.5
China,Sweden,0.037037037037037035,1,1
Sweden,China,0.14285714285714285,1,0
China,Turkey,0.07407407407407407,2,2
Turkey,China,0.2857142857142857,2,0
China,USSR-altaji,0.037037037037037035,1,1
USSR-altaji,China,0.14285714285714285,1,0
China,USSR-azerbajdzsán,0.1111111111111111,3,2.5
USSR-azerbajdzsán,China,0.42857142857142855,3,0.5
China,USSR-csuvas,0.037037037037037035,1,0.5
USSR-csuvas,China,0.14285714285714285,1,0.5
China,USSR-fehérorosz,0.037037037037037035,1,1
USSR-fehérorosz,China,0.14285714285714285,1,0
China,USSR-finn,0.037037037037037035,1,1
USSR-finn,China,0.14285714285714285,1,0
China,USSR-grúz,0.14814814814814814,4,4
USSR-grúz,China,0.5714285714285714,4,0
China,USSR-kazah,0.14814814814814814,4,3
USSR-kazah,China,0.5714285714285714,4,1
China,USSR-kirgiz,0,0,0
USSR-kirgiz,China,0,0,0
China,USSR-lett,0.2222222222222222,6,6
USSR-lett,China,0.8571428571428571,6,0
China,USSR-litván,0.14814814814814814,4,4
USSR-litván,China,0.5714285714285714,4,0
China,USSR-liv,0.037037037037037035,1,1
USSR-liv,China,0.14285714285714285,1,0
China,USSR-moldva,0.037037037037037035,1,0.5
USSR-moldva,China,0.14285714285714285,1,0.5
China,USSR-orosz,0.5925925925925926,16,9.5
USSR-orosz,China,2.2857142857142856,16,6.5
China,USSR-tadzsik,0.037037037037037035,1,1
USSR-tadzsik,China,0.14285714285714285,1,0
China,USSR-türkmén,0.037037037037037035,1,1
USSR-türkmén,China,0.14285714285714285,1,0
China,USSR-udmurt,0.037037037037037035,1,1
USSR-udmurt,China,0.14285714285714285,1,0
China,USSR-ukrán,0.2962962962962963,8,7
USSR-ukrán,China,1.1428571428571428,8,1
China,USSR-észt,0.14814814814814814,4,4
USSR-észt,China,0.5714285714285714,4,0
China,USSR-örmény,0.07407407407407407,2,2
USSR-örmény,China,0.2857142857142857,2,0
China,USSR-üzbég,0.07407407407407407,2,2
USSR-üzbég,China,0.2857142857142857,2,0
China,United Kingdom,0.07407407407407407,2,1.5
United Kingdom,China,0.2857142857142857,2,0.5
China,United States,0.07407407407407407,2,2
United States,China,0.2857142857142857,2,0
China,Vietnam,0.07407407407407407,2,2
Vietnam,China,0.2857142857142857,2,0
China,Yugoslavia,0.25925925925925924,7,4
Yugoslavia,China,1,7,3
Cuba,Cuba,NA,NA,NA
Cuba,Czechoslovakia-cseh,1,3,1
Czechoslovakia-cseh,Cuba,0.42857142857142855,3,2
Cuba,Czechoslovakia-szlovák,1,3,3
Czechoslovakia-szlovák,Cuba,0.42857142857142855,3,0
Cuba,Czechoslovakia-ukrán,0,0,0
Czechoslovakia-ukrán,Cuba,0,0,0
Cuba,Denmark,0.3333333333333333,1,1
Denmark,Cuba,0.14285714285714285,1,0
Cuba,Federal Republic of Germany,0.6666666666666666,2,1
Federal Republic of Germany,Cuba,0.2857142857142857,2,1
Cuba,Finland,0.6666666666666666,2,1
Finland,Cuba,0.2857142857142857,2,1
Cuba,France,0.6666666666666666,2,2
France,Cuba,0.2857142857142857,2,0
Cuba,German Democratic Republic,1,3,3
German Democratic Republic,Cuba,0.42857142857142855,3,0
Cuba,Hungary,1,3,3
Hungary,Cuba,0.42857142857142855,3,0
Cuba,Israel,0.3333333333333333,1,1
Israel,Cuba,0.14285714285714285,1,0
Cuba,Italy,1,3,3
Italy,Cuba,0.42857142857142855,3,0
Cuba,Japan,0,0,0
Japan,Cuba,0,0,0
Cuba,Mongolia,0,0,0
Mongolia,Cuba,0,0,0
Cuba,Netherlands,0.3333333333333333,1,1
Netherlands,Cuba,0.14285714285714285,1,0
Cuba,Norway,0.6666666666666666,2,1
Norway,Cuba,0.2857142857142857,2,1
Cuba,Poland,1,3,1
Poland,Cuba,0.42857142857142855,3,2
Cuba,Romania,1,3,3
Romania,Cuba,0.42857142857142855,3,0
Cuba,Spain,0.6666666666666666,2,1
Spain,Cuba,0.2857142857142857,2,1
Cuba,Sweden,0.3333333333333333,1,1
Sweden,Cuba,0.14285714285714285,1,0
Cuba,Turkey,0,0,0
Turkey,Cuba,0,0,0
Cuba,USSR-altaji,0,0,0
USSR-altaji,Cuba,0,0,0
Cuba,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Cuba,0,0,0
Cuba,USSR-csuvas,0,0,0
USSR-csuvas,Cuba,0,0,0
Cuba,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Cuba,0,0,0
Cuba,USSR-finn,0,0,0
USSR-finn,Cuba,0,0,0
Cuba,USSR-grúz,0,0,0
USSR-grúz,Cuba,0,0,0
Cuba,USSR-kazah,0,0,0
USSR-kazah,Cuba,0,0,0
Cuba,USSR-kirgiz,0,0,0
USSR-kirgiz,Cuba,0,0,0
Cuba,USSR-lett,1,3,2
USSR-lett,Cuba,0.42857142857142855,3,1
Cuba,USSR-litván,0.3333333333333333,1,1
USSR-litván,Cuba,0.14285714285714285,1,0
Cuba,USSR-liv,0,0,0
USSR-liv,Cuba,0,0,0
Cuba,USSR-moldva,0,0,0
USSR-moldva,Cuba,0,0,0
Cuba,USSR-orosz,1,3,3
USSR-orosz,Cuba,0.42857142857142855,3,0
Cuba,USSR-tadzsik,0,0,0
USSR-tadzsik,Cuba,0,0,0
Cuba,USSR-türkmén,0,0,0
USSR-türkmén,Cuba,0,0,0
Cuba,USSR-udmurt,0,0,0
USSR-udmurt,Cuba,0,0,0
Cuba,USSR-ukrán,1,3,3
USSR-ukrán,Cuba,0.42857142857142855,3,0
Cuba,USSR-észt,0.3333333333333333,1,1
USSR-észt,Cuba,0.14285714285714285,1,0
Cuba,USSR-örmény,0,0,0
USSR-örmény,Cuba,0,0,0
Cuba,USSR-üzbég,0,0,0
USSR-üzbég,Cuba,0,0,0
Cuba,United Kingdom,1,3,2
United Kingdom,Cuba,0.42857142857142855,3,1
Cuba,United States,0.3333333333333333,1,1
United States,Cuba,0.14285714285714285,1,0
Cuba,Vietnam,0.3333333333333333,1,0.5
Vietnam,Cuba,0.14285714285714285,1,0.5
Cuba,Yugoslavia,1,3,1
Yugoslavia,Cuba,0.42857142857142855,3,2
Czechoslovakia-cseh,Czechoslovakia-cseh,NA,NA,NA
Czechoslovakia-cseh,Czechoslovakia-szlovák,0.5102040816326531,75,37
Czechoslovakia-szlovák,Czechoslovakia-cseh,10.714285714285714,75,38
Czechoslovakia-cseh,Czechoslovakia-ukrán,0,0,0
Czechoslovakia-ukrán,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Denmark,0.061224489795918366,9,5
Denmark,Czechoslovakia-cseh,1.2857142857142858,9,4
Czechoslovakia-cseh,Federal Republic of Germany,0.24489795918367346,36,16
Federal Republic of Germany,Czechoslovakia-cseh,5.142857142857143,36,20
Czechoslovakia-cseh,Finland,0.14285714285714285,21,15
Finland,Czechoslovakia-cseh,3,21,6
Czechoslovakia-cseh,France,0.22448979591836735,33,18
France,Czechoslovakia-cseh,4.714285714285714,33,15
Czechoslovakia-cseh,German Democratic Republic,0.5714285714285714,84,40
German Democratic Republic,Czechoslovakia-cseh,12,84,44
Czechoslovakia-cseh,Hungary,0.36054421768707484,53,30
Hungary,Czechoslovakia-cseh,7.571428571428571,53,23
Czechoslovakia-cseh,Israel,0.047619047619047616,7,7
Israel,Czechoslovakia-cseh,1,7,0
Czechoslovakia-cseh,Italy,0.1836734693877551,27,15
Italy,Czechoslovakia-cseh,3.857142857142857,27,12
Czechoslovakia-cseh,Japan,0.047619047619047616,7,5
Japan,Czechoslovakia-cseh,1,7,2
Czechoslovakia-cseh,Mongolia,0.013605442176870748,2,1
Mongolia,Czechoslovakia-cseh,0.2857142857142857,2,1
Czechoslovakia-cseh,Netherlands,0.08843537414965986,13,6.5
Netherlands,Czechoslovakia-cseh,1.8571428571428572,13,6.5
Czechoslovakia-cseh,Norway,0.08163265306122448,12,8
Norway,Czechoslovakia-cseh,1.7142857142857142,12,4
Czechoslovakia-cseh,Poland,0.5102040816326531,75,38
Poland,Czechoslovakia-cseh,10.714285714285714,75,37
Czechoslovakia-cseh,Romania,0.3877551020408163,57,35
Romania,Czechoslovakia-cseh,8.142857142857142,57,22
Czechoslovakia-cseh,Spain,0.08843537414965986,13,8
Spain,Czechoslovakia-cseh,1.8571428571428572,13,5
Czechoslovakia-cseh,Sweden,0.10204081632653061,15,11
Sweden,Czechoslovakia-cseh,2.142857142857143,15,4
Czechoslovakia-cseh,Turkey,0.05442176870748299,8,3
Turkey,Czechoslovakia-cseh,1.1428571428571428,8,5
