region1,region2,ratio,common_authors,first
Albania,USSR-tadzsik,0.16666666666666666,1,1
USSR-tadzsik,Albania,0.16666666666666666,1,0
Albania,USSR-türkmén,0.16666666666666666,1,0
USSR-türkmén,Albania,0.2,1,1
Albania,USSR-udmurt,0.16666666666666666,1,1
USSR-udmurt,Albania,0.5,1,0
Albania,USSR-ukrán,0.8333333333333334,5,3
USSR-ukrán,Albania,0.11363636363636363,5,2
Albania,USSR-észt,0.5,3,1
USSR-észt,Albania,0.09375,3,2
Albania,USSR-örmény,0.3333333333333333,2,1
USSR-örmény,Albania,0.14285714285714285,2,1
Albania,USSR-üzbég,0.16666666666666666,1,1
USSR-üzbég,Albania,0.14285714285714285,1,0
Albania,United Kingdom,0.3333333333333333,2,0
United Kingdom,Albania,0.07142857142857142,2,2
Albania,United States,0.3333333333333333,2,1
United States,Albania,0.045454545454545456,2,1
Albania,Venezuela,0,0,0
Venezuela,Albania,0,0,0
Albania,Vietnam,0.5,3,1
Vietnam,Albania,1,3,2
Albania,Yugoslavia,0.6666666666666666,4,1
Yugoslavia,Albania,0.04938271604938271,4,3
Argentina,Argentina,NA,NA,NA
Argentina,Australia,0,0,0
Australia,Argentina,0,0,0
Argentina,Austria,0.2857142857142857,2,2
Austria,Argentina,0.05,2,0
Argentina,Belgium,0.42857142857142855,3,1
Belgium,Argentina,0.17647058823529413,3,2
Argentina,Brasil,0.2857142857142857,2,1
Brasil,Argentina,0.4,2,1
Argentina,Bulgaria,0.42857142857142855,3,1
Bulgaria,Argentina,0.04411764705882353,3,2
Argentina,Canada,0,0,0
Canada,Argentina,0,0,0
Argentina,Chile,0,0,0
Chile,Argentina,0,0,0
Argentina,China,0.2857142857142857,2,1
China,Argentina,0.08695652173913043,2,1
Argentina,Cuba,0.14285714285714285,1,0.5
Cuba,Argentina,0.25,1,0.5
Argentina,Czechoslovakia-cseh,0.7142857142857143,5,3
Czechoslovakia-cseh,Argentina,0.03597122302158273,5,2
Argentina,Czechoslovakia-szlovák,0.42857142857142855,3,1
Czechoslovakia-szlovák,Argentina,0.01875,3,2
Argentina,Denmark,0.14285714285714285,1,1
Denmark,Argentina,0.05555555555555555,1,0
Argentina,Egypt,0,0,0
Egypt,Argentina,0,0,0
Argentina,Federal Republic of Germany,0.2857142857142857,2,0
Federal Republic of Germany,Argentina,0.021505376344086023,2,2
Argentina,Finland,0.14285714285714285,1,0
Finland,Argentina,0.024390243902439025,1,1
Argentina,France,0.5714285714285714,4,1.5
France,Argentina,0.06666666666666667,4,2.5
Argentina,GDR,0.42857142857142855,3,2
GDR,Argentina,0.019867549668874173,3,1
Argentina,Greece,0,0,0
Greece,Argentina,0,0,0
Argentina,Hungary,0.42857142857142855,3,2
Hungary,Argentina,0.02857142857142857,3,1
Argentina,India,0,0,0
India,Argentina,0,0,0
Argentina,Iran,0,0,0
Iran,Argentina,0,0,0
Argentina,Israel,0.42857142857142855,3,3
Israel,Argentina,0.11538461538461539,3,0
Argentina,Italy,0.5714285714285714,4,2
Italy,Argentina,0.08888888888888889,4,2
Argentina,Japan,0.14285714285714285,1,0
Japan,Argentina,0.06666666666666667,1,1
Argentina,Liechtenstein,0.14285714285714285,1,1
Liechtenstein,Argentina,1,1,0
Argentina,Malaysia,0,0,0
Malaysia,Argentina,0,0,0
Argentina,Mexico,0.14285714285714285,1,1
Mexico,Argentina,0.3333333333333333,1,0
Argentina,Mongolia,0,0,0
Mongolia,Argentina,0,0,0
Argentina,Netherlands,0.14285714285714285,1,0
Netherlands,Argentina,0.030303030303030304,1,1
Argentina,North Korea,0,0,0
North Korea,Argentina,0,0,0
Argentina,Norway,0.14285714285714285,1,1
Norway,Argentina,0.047619047619047616,1,0
Argentina,Poland,0.42857142857142855,3,1
Poland,Argentina,0.022058823529411766,3,2
Argentina,Portugal,0.14285714285714285,1,1
Portugal,Argentina,0.2,1,0
Argentina,Romania,0.42857142857142855,3,1
Romania,Argentina,0.022388059701492536,3,2
Argentina,Singapore,0,0,0
Singapore,Argentina,0,0,0
Argentina,South Korea,0,0,0
South Korea,Argentina,0,0,0
Argentina,Spain,0.5714285714285714,4,3
Spain,Argentina,0.125,4,1
Argentina,Sweden,0.2857142857142857,2,2
Sweden,Argentina,0.058823529411764705,2,0
Argentina,Switzerland,0.2857142857142857,2,1.5
Switzerland,Argentina,0.08695652173913043,2,0.5
Argentina,Turkey,0.2857142857142857,2,0
Turkey,Argentina,0.06896551724137931,2,2
Argentina,USSR-altaji,0,0,0
USSR-altaji,Argentina,0,0,0
Argentina,USSR-azerbajdzsán,0.14285714285714285,1,1
USSR-azerbajdzsán,Argentina,0.1,1,0
Argentina,USSR-baskir,0,0,0
USSR-baskir,Argentina,0,0,0
Argentina,USSR-csuvas,0,0,0
USSR-csuvas,Argentina,0,0,0
Argentina,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Argentina,0,0,0
Argentina,USSR-finn,0,0,0
USSR-finn,Argentina,0,0,0
Argentina,USSR-grúz,0.2857142857142857,2,2
USSR-grúz,Argentina,0.08695652173913043,2,0
Argentina,USSR-kazah,0,0,0
USSR-kazah,Argentina,0,0,0
Argentina,USSR-kirgiz,0,0,0
USSR-kirgiz,Argentina,0,0,0
Argentina,USSR-lett,0.42857142857142855,3,3
USSR-lett,Argentina,0.10714285714285714,3,0
Argentina,USSR-litván,0.2857142857142857,2,2
USSR-litván,Argentina,0.06060606060606061,2,0
Argentina,USSR-liv,0,0,0
USSR-liv,Argentina,0,0,0
Argentina,USSR-moldva,0.14285714285714285,1,1
USSR-moldva,Argentina,0.09090909090909091,1,0
Argentina,USSR-orosz,0.42857142857142855,3,2
USSR-orosz,Argentina,0.02054794520547945,3,1
Argentina,USSR-tadzsik,0.14285714285714285,1,1
USSR-tadzsik,Argentina,0.16666666666666666,1,0
Argentina,USSR-türkmén,0.14285714285714285,1,1
USSR-türkmén,Argentina,0.2,1,0
Argentina,USSR-udmurt,0,0,0
USSR-udmurt,Argentina,0,0,0
Argentina,USSR-ukrán,0.42857142857142855,3,3
USSR-ukrán,Argentina,0.06818181818181818,3,0
Argentina,USSR-észt,0.14285714285714285,1,1
USSR-észt,Argentina,0.03125,1,0
Argentina,USSR-örmény,0.2857142857142857,2,2
USSR-örmény,Argentina,0.14285714285714285,2,0
Argentina,USSR-üzbég,0,0,0
USSR-üzbég,Argentina,0,0,0
Argentina,United Kingdom,0.5714285714285714,4,1
United Kingdom,Argentina,0.14285714285714285,4,3
Argentina,United States,0.5714285714285714,4,2
United States,Argentina,0.09090909090909091,4,2
Argentina,Venezuela,0,0,0
Venezuela,Argentina,0,0,0
Argentina,Vietnam,0.14285714285714285,1,0.5
Vietnam,Argentina,0.3333333333333333,1,0.5
Argentina,Yugoslavia,0.42857142857142855,3,1
Yugoslavia,Argentina,0.037037037037037035,3,2
Australia,Australia,NA,NA,NA
Australia,Austria,0,0,0
Austria,Australia,0,0,0
Australia,Belgium,0,0,0
Belgium,Australia,0,0,0
Australia,Brasil,0,0,0
Brasil,Australia,0,0,0
Australia,Bulgaria,0,0,0
Bulgaria,Australia,0,0,0
Australia,Canada,0,0,0
Canada,Australia,0,0,0
Australia,Chile,0,0,0
Chile,Australia,0,0,0
Australia,China,0,0,0
China,Australia,0,0,0
Australia,Cuba,0,0,0
Cuba,Australia,0,0,0
Australia,Czechoslovakia-cseh,0.2,1,1
Czechoslovakia-cseh,Australia,0.007194244604316547,1,0
Australia,Czechoslovakia-szlovák,0.2,1,0
Czechoslovakia-szlovák,Australia,0.00625,1,1
Australia,Denmark,0,0,0
Denmark,Australia,0,0,0
Australia,Egypt,0,0,0
Egypt,Australia,0,0,0
Australia,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Australia,0,0,0
Australia,Finland,0,0,0
Finland,Australia,0,0,0
Australia,France,0,0,0
France,Australia,0,0,0
Australia,GDR,0,0,0
GDR,Australia,0,0,0
Australia,Greece,0,0,0
Greece,Australia,0,0,0
Australia,Hungary,0.2,1,0
Hungary,Australia,0.009523809523809525,1,1
Australia,India,0,0,0
India,Australia,0,0,0
Australia,Iran,0,0,0
Iran,Australia,0,0,0
Australia,Israel,0,0,0
Israel,Australia,0,0,0
Australia,Italy,0.2,1,1
Italy,Australia,0.022222222222222223,1,0
Australia,Japan,0.2,1,1
Japan,Australia,0.06666666666666667,1,0
Australia,Liechtenstein,0,0,0
Liechtenstein,Australia,0,0,0
Australia,Malaysia,0,0,0
Malaysia,Australia,0,0,0
Australia,Mexico,0,0,0
Mexico,Australia,0,0,0
Australia,Mongolia,0,0,0
Mongolia,Australia,0,0,0
Australia,Netherlands,0,0,0
Netherlands,Australia,0,0,0
Australia,North Korea,0,0,0
North Korea,Australia,0,0,0
Australia,Norway,0.2,1,1
Norway,Australia,0.047619047619047616,1,0
Australia,Poland,0.2,1,1
Poland,Australia,0.007352941176470588,1,0
Australia,Portugal,0,0,0
Portugal,Australia,0,0,0
Australia,Romania,0.2,1,1
Romania,Australia,0.007462686567164179,1,0
Australia,Singapore,0,0,0
Singapore,Australia,0,0,0
Australia,South Korea,0,0,0
South Korea,Australia,0,0,0
Australia,Spain,0,0,0
Spain,Australia,0,0,0
Australia,Sweden,0,0,0
Sweden,Australia,0,0,0
Australia,Switzerland,0,0,0
Switzerland,Australia,0,0,0
Australia,Turkey,0.2,1,0
Turkey,Australia,0.034482758620689655,1,1
Australia,USSR-altaji,0,0,0
USSR-altaji,Australia,0,0,0
Australia,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Australia,0,0,0
Australia,USSR-baskir,0,0,0
USSR-baskir,Australia,0,0,0
Australia,USSR-csuvas,0,0,0
USSR-csuvas,Australia,0,0,0
Australia,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Australia,0,0,0
Australia,USSR-finn,0,0,0
USSR-finn,Australia,0,0,0
Australia,USSR-grúz,0.2,1,1
USSR-grúz,Australia,0.043478260869565216,1,0
Australia,USSR-kazah,0,0,0
USSR-kazah,Australia,0,0,0
Australia,USSR-kirgiz,0,0,0
USSR-kirgiz,Australia,0,0,0
Australia,USSR-lett,0,0,0
USSR-lett,Australia,0,0,0
Australia,USSR-litván,0,0,0
USSR-litván,Australia,0,0,0
Australia,USSR-liv,0,0,0
USSR-liv,Australia,0,0,0
Australia,USSR-moldva,0,0,0
USSR-moldva,Australia,0,0,0
Australia,USSR-orosz,0.2,1,1
USSR-orosz,Australia,0.00684931506849315,1,0
Australia,USSR-tadzsik,0,0,0
USSR-tadzsik,Australia,0,0,0
Australia,USSR-türkmén,0,0,0
USSR-türkmén,Australia,0,0,0
Australia,USSR-udmurt,0,0,0
USSR-udmurt,Australia,0,0,0
Australia,USSR-ukrán,0.2,1,1
USSR-ukrán,Australia,0.022727272727272728,1,0
Australia,USSR-észt,0,0,0
USSR-észt,Australia,0,0,0
Australia,USSR-örmény,0,0,0
USSR-örmény,Australia,0,0,0
Australia,USSR-üzbég,0,0,0
USSR-üzbég,Australia,0,0,0
Australia,United Kingdom,0,0,0
United Kingdom,Australia,0,0,0
Australia,United States,0.2,1,1
United States,Australia,0.022727272727272728,1,0
Australia,Venezuela,0,0,0
Venezuela,Australia,0,0,0
Australia,Vietnam,0,0,0
Vietnam,Australia,0,0,0
Australia,Yugoslavia,0,0,0
Yugoslavia,Australia,0,0,0
Austria,Austria,NA,NA,NA
Austria,Belgium,0.2,8,5
Belgium,Austria,0.47058823529411764,8,3
Austria,Brasil,0.075,3,1
Brasil,Austria,0.6,3,2
Austria,Bulgaria,0.35,14,7.5
Bulgaria,Austria,0.20588235294117646,14,6.5
Austria,Canada,0,0,0
Canada,Austria,0,0,0
Austria,Chile,0.05,2,2
Chile,Austria,1,2,0
Austria,China,0.125,5,4
China,Austria,0.21739130434782608,5,1
Austria,Cuba,0.05,2,2
Cuba,Austria,0.5,2,0
Austria,Czechoslovakia-cseh,0.425,17,11
Czechoslovakia-cseh,Austria,0.1223021582733813,17,6
Austria,Czechoslovakia-szlovák,0.375,15,7.5
Czechoslovakia-szlovák,Austria,0.09375,15,7.5
Austria,Denmark,0.075,3,3
Denmark,Austria,0.16666666666666666,3,0
Austria,Egypt,0.075,3,2
Egypt,Austria,0.6,3,1
Austria,Federal Republic of Germany,0.4,16,11
Federal Republic of Germany,Austria,0.17204301075268819,16,5
Austria,Finland,0.3,12,6
Finland,Austria,0.2926829268292683,12,6
Austria,France,0.325,13,6.5
France,Austria,0.21666666666666667,13,6.5
Austria,GDR,0.4,16,8
GDR,Austria,0.10596026490066225,16,8
Austria,Greece,0.025,1,1
Greece,Austria,0.25,1,0
Austria,Hungary,0.25,10,6
Hungary,Austria,0.09523809523809523,10,4
Austria,India,0.05,2,1
India,Austria,1,2,1
Austria,Iran,0.025,1,0
Iran,Austria,0.2,1,1
Austria,Israel,0.125,5,3
Israel,Austria,0.19230769230769232,5,2
Austria,Italy,0.3,12,5
Italy,Austria,0.26666666666666666,12,7
Austria,Japan,0.125,5,3
Japan,Austria,0.3333333333333333,5,2
Austria,Liechtenstein,0.025,1,0
Liechtenstein,Austria,1,1,1
Austria,Malaysia,0,0,0
Malaysia,Austria,0,0,0
Austria,Mexico,0.05,2,2
Mexico,Austria,0.6666666666666666,2,0
Austria,Mongolia,0.025,1,0
Mongolia,Austria,0.3333333333333333,1,1
Austria,Netherlands,0.2,8,6
Netherlands,Austria,0.24242424242424243,8,2
Austria,North Korea,0.025,1,0
North Korea,Austria,1,1,1
Austria,Norway,0.125,5,4
Norway,Austria,0.23809523809523808,5,1
Austria,Poland,0.425,17,10
Poland,Austria,0.125,17,7
Austria,Portugal,0.05,2,2
Portugal,Austria,0.4,2,0
Austria,Romania,0.35,14,8
Romania,Austria,0.1044776119402985,14,6
Austria,Singapore,0,0,0
Singapore,Austria,0,0,0
Austria,South Korea,0.025,1,1
South Korea,Austria,1,1,0
Austria,Spain,0.275,11,6.5
Spain,Austria,0.34375,11,4.5
Austria,Sweden,0.2,8,6
Sweden,Austria,0.23529411764705882,8,2
Austria,Switzerland,0.1,4,3
Switzerland,Austria,0.17391304347826086,4,1
Austria,Turkey,0.1,4,3
Turkey,Austria,0.13793103448275862,4,1
Austria,USSR-altaji,0,0,0
USSR-altaji,Austria,0,0,0
Austria,USSR-azerbajdzsán,0.025,1,0
USSR-azerbajdzsán,Austria,0.1,1,1
Austria,USSR-baskir,0.025,1,0
USSR-baskir,Austria,1,1,1
Austria,USSR-csuvas,0,0,0
USSR-csuvas,Austria,0,0,0
Austria,USSR-fehérorosz,0.075,3,2
USSR-fehérorosz,Austria,0.5,3,1
Austria,USSR-finn,0,0,0
USSR-finn,Austria,0,0,0
Austria,USSR-grúz,0.15,6,4
USSR-grúz,Austria,0.2608695652173913,6,2
Austria,USSR-kazah,0.05,2,1
USSR-kazah,Austria,0.2222222222222222,2,1
Austria,USSR-kirgiz,0.05,2,1
USSR-kirgiz,Austria,0.4,2,1
Austria,USSR-lett,0.225,9,8
USSR-lett,Austria,0.32142857142857145,9,1
Austria,USSR-litván,0.175,7,4
USSR-litván,Austria,0.21212121212121213,7,3
Austria,USSR-liv,0,0,0
USSR-liv,Austria,0,0,0
Austria,USSR-moldva,0.075,3,1
USSR-moldva,Austria,0.2727272727272727,3,2
Austria,USSR-orosz,0.425,17,11.5
USSR-orosz,Austria,0.11643835616438356,17,5.5
Austria,USSR-tadzsik,0.025,1,0
USSR-tadzsik,Austria,0.16666666666666666,1,1
Austria,USSR-türkmén,0.025,1,0
USSR-türkmén,Austria,0.2,1,1
Austria,USSR-udmurt,0.025,1,1
USSR-udmurt,Austria,0.5,1,0
Austria,USSR-ukrán,0.175,7,3
USSR-ukrán,Austria,0.1590909090909091,7,4
Austria,USSR-észt,0.225,9,5.5
USSR-észt,Austria,0.28125,9,3.5
Austria,USSR-örmény,0.05,2,0
USSR-örmény,Austria,0.14285714285714285,2,2
Austria,USSR-üzbég,0.075,3,2
USSR-üzbég,Austria,0.42857142857142855,3,1
Austria,United Kingdom,0.225,9,5
United Kingdom,Austria,0.32142857142857145,9,4
Austria,United States,0.2,8,2.5
United States,Austria,0.18181818181818182,8,5.5
Austria,Venezuela,0,0,0
Venezuela,Austria,0,0,0
Austria,Vietnam,0.025,1,0
Vietnam,Austria,0.3333333333333333,1,1
Austria,Yugoslavia,0.325,13,8
Yugoslavia,Austria,0.16049382716049382,13,5
Belgium,Belgium,NA,NA,NA
Belgium,Brasil,0.17647058823529413,3,3
Brasil,Belgium,0.6,3,0
Belgium,Bulgaria,0.4117647058823529,7,3
Bulgaria,Belgium,0.10294117647058823,7,4
Belgium,Canada,0,0,0
Canada,Belgium,0,0,0
Belgium,Chile,0,0,0
Chile,Belgium,0,0,0
Belgium,China,0.11764705882352941,2,1
China,Belgium,0.08695652173913043,2,1
Belgium,Cuba,0.11764705882352941,2,0.5
Cuba,Belgium,0.5,2,1.5
Belgium,Czechoslovakia-cseh,0.5882352941176471,10,6
Czechoslovakia-cseh,Belgium,0.07194244604316546,10,4
Belgium,Czechoslovakia-szlovák,0.6470588235294118,11,5
Czechoslovakia-szlovák,Belgium,0.06875,11,6
Belgium,Denmark,0.11764705882352941,2,0.5
Denmark,Belgium,0.1111111111111111,2,1.5
Belgium,Egypt,0,0,0
Egypt,Belgium,0,0,0
Belgium,Federal Republic of Germany,0.6470588235294118,11,6.5
Federal Republic of Germany,Belgium,0.11827956989247312,11,4.5
Belgium,Finland,0.29411764705882354,5,2.5
Finland,Belgium,0.12195121951219512,5,2.5
Belgium,France,0.6470588235294118,11,4
France,Belgium,0.18333333333333332,11,7
Belgium,GDR,0.6470588235294118,11,6
GDR,Belgium,0.0728476821192053,11,5
Belgium,Greece,0.058823529411764705,1,1
Greece,Belgium,0.25,1,0
Belgium,Hungary,0.4117647058823529,7,4
Hungary,Belgium,0.06666666666666667,7,3
Belgium,India,0,0,0
India,Belgium,0,0,0
Belgium,Iran,0,0,0
Iran,Belgium,0,0,0
Belgium,Israel,0.17647058823529413,3,3
Israel,Belgium,0.11538461538461539,3,0
Belgium,Italy,0.5882352941176471,10,4.5
Italy,Belgium,0.2222222222222222,10,5.5
Belgium,Japan,0.058823529411764705,1,1
Japan,Belgium,0.06666666666666667,1,0
Belgium,Liechtenstein,0.058823529411764705,1,1
Liechtenstein,Belgium,1,1,0
Belgium,Malaysia,0,0,0
Malaysia,Belgium,0,0,0
Belgium,Mexico,0.11764705882352941,2,1
Mexico,Belgium,0.6666666666666666,2,1
Belgium,Mongolia,0,0,0
Mongolia,Belgium,0,0,0
Belgium,Netherlands,0.4117647058823529,7,6.5
Netherlands,Belgium,0.21212121212121213,7,0.5
Belgium,North Korea,0,0,0
North Korea,Belgium,0,0,0
Belgium,Norway,0.17647058823529413,3,3
Norway,Belgium,0.14285714285714285,3,0
Belgium,Poland,0.7058823529411765,12,7.5
Poland,Belgium,0.08823529411764706,12,4.5
Belgium,Portugal,0.17647058823529413,3,3
Portugal,Belgium,0.6,3,0
Belgium,Romania,0.5294117647058824,9,4
Romania,Belgium,0.06716417910447761,9,5
Belgium,Singapore,0,0,0
Singapore,Belgium,0,0,0
Belgium,South Korea,0,0,0
South Korea,Belgium,0,0,0
Belgium,Spain,0.47058823529411764,8,7
Spain,Belgium,0.25,8,1
Belgium,Sweden,0.17647058823529413,3,3
Sweden,Belgium,0.08823529411764706,3,0
Belgium,Switzerland,0.17647058823529413,3,2
Switzerland,Belgium,0.13043478260869565,3,1
Belgium,Turkey,0.11764705882352941,2,1
Turkey,Belgium,0.06896551724137931,2,1
Belgium,USSR-altaji,0,0,0
USSR-altaji,Belgium,0,0,0
Belgium,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Belgium,0,0,0
Belgium,USSR-baskir,0,0,0
USSR-baskir,Belgium,0,0,0
Belgium,USSR-csuvas,0,0,0
USSR-csuvas,Belgium,0,0,0
Belgium,USSR-fehérorosz,0.058823529411764705,1,1
USSR-fehérorosz,Belgium,0.16666666666666666,1,0
Belgium,USSR-finn,0,0,0
USSR-finn,Belgium,0,0,0
Belgium,USSR-grúz,0.17647058823529413,3,3
USSR-grúz,Belgium,0.13043478260869565,3,0
Belgium,USSR-kazah,0.058823529411764705,1,1
USSR-kazah,Belgium,0.1111111111111111,1,0
Belgium,USSR-kirgiz,0,0,0
USSR-kirgiz,Belgium,0,0,0
Belgium,USSR-lett,0.35294117647058826,6,5
USSR-lett,Belgium,0.21428571428571427,6,1
Belgium,USSR-litván,0.23529411764705882,4,3
USSR-litván,Belgium,0.12121212121212122,4,1
Belgium,USSR-liv,0,0,0
USSR-liv,Belgium,0,0,0
Belgium,USSR-moldva,0.17647058823529413,3,3
USSR-moldva,Belgium,0.2727272727272727,3,0
Belgium,USSR-orosz,0.5882352941176471,10,6
USSR-orosz,Belgium,0.0684931506849315,10,4
Belgium,USSR-tadzsik,0,0,0
USSR-tadzsik,Belgium,0,0,0
Belgium,USSR-türkmén,0.058823529411764705,1,1
USSR-türkmén,Belgium,0.2,1,0
Belgium,USSR-udmurt,0,0,0
USSR-udmurt,Belgium,0,0,0
Belgium,USSR-ukrán,0.29411764705882354,5,5
USSR-ukrán,Belgium,0.11363636363636363,5,0
Belgium,USSR-észt,0.29411764705882354,5,3
USSR-észt,Belgium,0.15625,5,2
Belgium,USSR-örmény,0.11764705882352941,2,2
USSR-örmény,Belgium,0.14285714285714285,2,0
Belgium,USSR-üzbég,0.058823529411764705,1,1
USSR-üzbég,Belgium,0.14285714285714285,1,0
Belgium,United Kingdom,0.4117647058823529,7,3.5
United Kingdom,Belgium,0.25,7,3.5
Belgium,United States,0.35294117647058826,6,4
United States,Belgium,0.13636363636363635,6,2
Belgium,Venezuela,0,0,0
Venezuela,Belgium,0,0,0
Belgium,Vietnam,0.058823529411764705,1,0
Vietnam,Belgium,0.3333333333333333,1,1
Belgium,Yugoslavia,0.47058823529411764,8,4.5
Yugoslavia,Belgium,0.09876543209876543,8,3.5
Brasil,Brasil,NA,NA,NA
Brasil,Bulgaria,0.4,2,0
Bulgaria,Brasil,0.029411764705882353,2,2
Brasil,Canada,0,0,0
Canada,Brasil,0,0,0
Brasil,Chile,0,0,0
Chile,Brasil,0,0,0
Brasil,China,0.2,1,0
China,Brasil,0.043478260869565216,1,1
Brasil,Cuba,0,0,0
Cuba,Brasil,0,0,0
Brasil,Czechoslovakia-cseh,0.8,4,3
Czechoslovakia-cseh,Brasil,0.02877697841726619,4,1
Brasil,Czechoslovakia-szlovák,0.6,3,1
Czechoslovakia-szlovák,Brasil,0.01875,3,2
Brasil,Denmark,0,0,0
Denmark,Brasil,0,0,0
Brasil,Egypt,0,0,0
Egypt,Brasil,0,0,0
Brasil,Federal Republic of Germany,0.8,4,1
Federal Republic of Germany,Brasil,0.043010752688172046,4,3
Brasil,Finland,0.4,2,1
Finland,Brasil,0.04878048780487805,2,1
Brasil,France,0.8,4,0
France,Brasil,0.06666666666666667,4,4
Brasil,GDR,0.6,3,2
GDR,Brasil,0.019867549668874173,3,1
Brasil,Greece,0.2,1,1
Greece,Brasil,0.25,1,0
Brasil,Hungary,0.6,3,2
Hungary,Brasil,0.02857142857142857,3,1
Brasil,India,0,0,0
India,Brasil,0,0,0
Brasil,Iran,0.2,1,0
Iran,Brasil,0.2,1,1
Brasil,Israel,0.4,2,2
