id	author	orig_title	genre	orig_yr	orig_city	targ_lan_n	country	world	targ_title	translator	megjelenes	megjegyzes	city_n	year_n	editionstat	isPartOf	HU-minor	interm_title	interm_lang	is_container	series	db	auth_quality	transl_quality	publisher	pagination	orig_lang	isbn	kotet	city	year	targ_lan
202109	RADÓ Sándor	Dóra jelenti		1971	Budapest	moldva	USSR (to 1991)	2	Sub pseudonimul "Dora"	Buke̊taru Larisa	NA	NA	Chisinau	1982	NA	-1		NA	Russian	FALSE	NA	it	NA	NA	Kartja moldovenjaske̊	326 p.	Hungarian	NA	NA	Chişinău	1982	moldva
202111	TANDORI Dezső	Medvék minden mennységben		1977		litván	USSR (to 1991)	2	Lokių kiek nori	Karčiauskas Mykolas	NA	NA	Vilnius	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Vaga	58 p. ill.	Hungarian	NA	NA	Vilnius	1982	litván
202113	---	Források:				ukrán	USSR (to 1991)	2	Vidkrytyj dim	Skuncja P.; et al.	NA	NA	Užgorod	1982	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Karpati	176 p.	Slovak; Hungarian	NA	NA	Užgorod	1982	ukrán
202114	ZALKA Miklós	Ostrom		1980		orosz	USSR (to 1991)	2	Osada	Oskolkov F.	NA	NA	Moscow	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Voenizdat	350 p. ill.	Hungarian	NA	NA	Moskva	1982	orosz
202118	Bozóky Éva	Claudia		1978		német	German Democratic Rep. (to 1990)	2	Claudia, die Frau des Pilatus	Funk Theophil	NA	NA	Berlin	1980	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Evang.-Methodisk. Kirche in d. DDR, Pressestelle	165 p.	Hungarian	NA	NA	Berlin	1980	német
202131	ANDRÁS László	A Laurentis-ügy		1966	Budapest	német	German Democratic Rep. (to 1990)	2	Der Fall Laurentis	Skirecki Hans	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Das Neue Berlin	207 p.	Hungarian	NA	NA	Berlin	1981	német
202133	DÉRY Tibor	A kiközösítő		1966		német	German Democratic Rep. (to 1990)	2	Die Geschichte vom Leben und Sterben des heiligen Ambrosius Bischof von Mailand	Szent-Iványi Ita	NA	NA	Berlin	1981	3. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Volk und Welt	382 p.	Hungarian	NA	NA	Berlin	1981	német
202134	DÉRY Tibor	Alvilági játékok		1946		német	German Democratic Rep. (to 1990)	2	Spiele der Unterwelt	Pezold-Lázár Antónia	NA	NA	Leipzig	1981	3. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Reclam	117 p.	Hungarian	NA	NA	Leipzig	1981	német
202135	FENÁKEL Judit	Az igazi nagy nö		1976		német	German Democratic Rep. (to 1990)	2	Das Kellerrestaurant	Skirecki Hans	NA	NA	Berlin	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Verlag Neues Leben	123 p. ill.	Hungarian	NA	NA	Berlin	1982	német
202136	GÁRDONYI Géza	Isten rabjai		1908		német	German Democratic Rep. (to 1990)	2	Wie der Mond sich spiegelt im See	Weissling Heinrich	NA	NA	Leipzig	1981	2. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	St.-Benno-Verlag	503 p. ill.	Hungarian	NA	NA	Leipzig	1981	német
202137	---	Források:				német	German Democratic Rep. (to 1990)	2	Geh nicht an mir vorbei... Erzaehlungen aus Ungarn	Weissling Heinrich	NA	NA	Berlin	1981	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Evangelische Verlagsanstalt	387 p.	Hungarian	NA	NA	Berlin	1981	német
202138	JÓKAI Mór	Az arany ember	regény	1872		német	German Democratic Rep. (to 1990)	2	Ein Goldmensch	Weissling Heinrich	NA	NA	Berlin	1981	N	-1		NA	NA	FALSE	NA	it	NA	NA	Buchclub 65	471 p. ill.	Hungarian	NA	NA	Berlin	1981	német
202139	KARDOS G. György	A történet vége		1977	Budapest	német	German Democratic Rep. (to 1990)	2	Das Ende der Geschichte	Weissling Heinrich	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Buchclub 65	409 p.	Hungarian	NA	NA	Berlin	1981	német
202140	KERTÉSZ Ákos	Források:				német	German Democratic Rep. (to 1990)	2	Wer wagt, gewinnt	Buschmann Jörg; Skirecki Hans	NA	Aki mer az nyer / Kasparek / Névnap: három kisregény	Berlin−Weimar	1981	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Aufbau Verlag	197 p.	Hungarian	NA	NA	Berlin, Weimar	1981	német
202142	KOSZTOLÁNYI Dezső	A véres költő (Nero)		1921		német	German Democratic Rep. (to 1990)	2	Nero	Klein Stefan J.	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Volk und Welt	143 p.	Hungarian	NA	NA	Berlin	1981	német
202143	KOSZTOLÁNYI Dezső	Források:				német	German Democratic Rep. (to 1990)	2	Der Kuss	Buschmann Jörg	NA	NA	Berlin−Weimar	1981	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Aufbau Verlag	381 p.	Hungarian	NA	NA	Berlin, Weimar	1981	német
202144	LAKATOS Menyhért	Füstös képek		1975	Budapest	német	German Democratic Rep. (to 1990)	2	Bitterer Rauch	Borosch Andreas	NA	NA	Berlin	1982	3. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Volk und Welt	437 p.	Hungarian	NA	NA	Berlin	1982	német
202145	László Lajos	Judit		1978	Budapest	német	German Democratic Rep. (to 1990)	2	Wer gibt schon gern klein bei	Scharfe Peter	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Verlag Neues Leben	158 p. ill.	Hungarian	NA	NA	Berlin	1981	német
202146	LENGYEL József	Három hídépítő		1960		német	German Democratic Rep. (to 1990)	2	Die Kettenbrücke	Csongár Álmos	NA	Más cimen: Hídépítők	Berlin	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Verlag der Nation	253 p. ill.	Hungarian	NA	NA	Berlin	1982	német
202147	KRÚDY Gyula	Források:				német	German Democratic Rep. (to 1990)	2	Schlemmergeschichten	Skirecki Hans	NA	NA	Berlin	1982	3. ed.	-3		NA	NA	FALSE	NA	it	NA	NA	Volk und Welt	241 p.	Hungarian	NA	NA	Berlin	1982	német
202148	Márton Klára	Tessék engem elrabolni		1975	Budapest	német	German Democratic Rep. (to 1990)	2	Bitte rauben Sie mich!	Buschmann Jörg	NA	NA	Berlin	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Kinderbuchverlag	162 p. ill.	Hungarian	NA	NA	Berlin	1982	német
202149	MÉSZÖLY Miklós	Magasiskola		1969		német	German Democratic Rep. (to 1990)	2	Hohe Schule	Skirecki Hans	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Volk und Welt	325 p.	Hungarian	NA	NA	Berlin	1981	német
202150	MOLNÁR Ferenc	A gőzoszlop		1926		német	German Democratic Rep. (to 1990)	2	Die Dampfsäule	Thies Vera	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Eulenspiegel Verlag	274 p. ill.	Hungarian	NA	NA	Berlin	1981	német
202151	MOLNÁR Ferenc	Liliom		1909		német	German Democratic Rep. (to 1990)	2	Liliom	Thies Vera	NA	NA	Leipzig	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Reclam	268 p. ill.	Hungarian	NA	NA	Leipzig	1982	német
202152	NÉMETH László	Iszony		1947	Budapest	német	German Democratic Rep. (to 1990)	2	Abscheu	Schag Elemer; Ujlaki Charlotte	NA	NA	Berlin−Weimar	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Aufbau Verlag	425 p.	Hungarian	NA	NA	Berlin, Weimar	1981	német
202153	NÉMETH László	Gyász		1936	Budapest	német	German Democratic Rep. (to 1990)	2	Trauer	Engl Géza; Engl Henriette	NA	NA	Berlin−Weimar	1981	2. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Aufbau Verlag	342 p.	Hungarian	NA	NA	Berlin, Weimar	1981	német
202154	PASSUTH László	A mantuai herceg muzsikusa		1957		német	German Democratic Rep. (to 1990)	2	Divino Claudio	Weissling Heinrich	NA	NA	Leipzig	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Deutscher Verlag für Musik	549 p.	Hungarian	NA	NA	Leipzig	1982	német
202155	PETŐFI Sándor	Források:				német	German Democratic Rep. (to 1990)	2	Gedichte	NA	NA	NA	Berlin−Weimar	1981	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Aufbau Verlag	367 p.	Hungarian	NA	NA	Berlin, Weimar	1981	német
202156	SZABÓ Magda	Az őz		1959		német	German Democratic Rep. (to 1990)	2	Eszter und Angela	Thies Vera	NA	NA	Berlin	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Buchclub 65	259 p.	Hungarian	NA	NA	Berlin	1981	német
202157	SZABÓ Pál	A nagy temető		1947		német	German Democratic Rep. (to 1990)	2	Der König der Kreuzfahrer	Harmat Georg	NA	NA	Berlin	1982	2. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Verlag der Nation	431 p.	Hungarian	NA	NA	Berlin	1982	német
202160	---	NA	diary	1982	MS only	német	Switzerland	1	Monika: ein Zeugnis in Ungarn	Capol Cornelia	NA	RESOLVE DELETE: nincs nyoma publikált magyar eredetinek. Monika : ein Zeugnis in Ungarn : [Tagebuch] / [nach einer Übertr. aus dem Ungarischen, überarb. u. gekürzt von Cornelia Capol]	Einsiedeln	1982	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Johannes-Verlag	255 p.	Hungarian	NA	NA	Einsiedeln	1982	német
202161	BALÁZS József	Magyarok		1975	Budapest	török	Turkey	3	Macarlar	Yener Faruk	NA	NA	Istanbul	1981	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Özdem Kardeşler Matbaası	173 p.	Hungarian	NA	NA	Istanbul	1981	török
202174	ARANY János	Források:				román	Romania	2	Balade	Saitiş Petre	NA	NA	Cluj-Napoca	1982	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Dacia	140 p. ill.	Hungarian	NA	NA	Cluj-Napoca	1982	román
202175	BÁLINT Tibor	Zarandoklás a panaszfalhoz		1978	Bucharest	román	Romania	2	Pelerinaj La Zidul plîngerii. (Destine paralele)	NA	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Kriterion	368 p.	Hungarian	NA	NA	Bucureşti	1982	román
202176	MOLNÁR Ferenc	A Pál utcai fiúk		1907		török	Turkey	3	Pal sokağı çocukları	Önol Nihal	NA	NA	Istanbul	1981	5. ed.	-1		Les garçons de la rue Pal	French	FALSE	NA	it	NA	NA	Sıralar Matbassı	171 p.	Hungarian	NA	NA	Istanbul	1981	török
202178	KÁNYÁDI Sándor	Fától fáig				román	Romania	2	Monolog interior cu uşa deschisă	Drumaru Paul	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Kriterion	167 p.	Hungarian	NA	NA	Bucureşti	1982	román
202179	KÁROLY Sándor	Az 500-ik emelet		1929	Budapest	román	Romania	2	Etajul 500	Sugár Teodor	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Kriterion	335 p.	Hungarian	NA	NA	Bucureşti	1982	román
202180	KERTÉSZ Ákos	Makra		1971	Budapest	román	Romania	2	Moartea lui Makra Ferenc	Guran-Hóvári Ariana	NA	NA	Cluj-Napoca	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Dacia	240 p.	Hungarian	NA	NA	Cluj-Napoca	1982	román
202181	KOSZTOLÁNYI Dezső	Aranysárkány		1925		román	Romania	2	Zmeul de aur	Pezderka Alexandru	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Albatros	232 p.	Hungarian	NA	NA	Bucureşti	1982	román
202182	MÉLIUSZ József	Város a ködben		1969	Bukarest	román	Romania	2	Oraşul pierdut în ceaţă	Olariu Constantin	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Minerva	2 v.	Hungarian	NA	NA	Bucureşti	1982	román
202183	ÖRKÉNY István	Egyperces novellák		1968		román	Romania	2	Nuvele-minut; Expoziţia de trandafiri	Olariu Constantin	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Univers	415 p.	Hungarian	NA	NA	Bucureşti	1982	román
202184	Panek Zoltán	A földig már lépésben		1977	Bukarest	román	Romania	2	Plutiro, ultima etapă: istoria unei evadări în tentative repetate	Vidor Alice	NA	NA	Bucureşti	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Kriterion	viii, 387, 391 p.	Hungarian	NA	NA	Bucureşti	1982	román
202190	HALASI Mária	Az utolsó padban		1963	Budapest	spanyol	Spain	1	La del último banco	Orta Manzano Mariano	NA	NA	Barcelona	1982	3. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Juventud	173 p. ill.	Hungarian	NA	NA	Barcelona	1982	spanyol
202258	PASSUTH László	Esőisten siratja Mexikót		1939		spanyol	Spain	1	El Dios de la Lluvia llora sobre Méjico	Verdaguer Joaquín	NA	NA	Barcelona	1982	18. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Luis de Caralt	583 p.	Hungarian	NA	NA	Barcelona	1982	spanyol
202268	---	Források:				szerb-horvát	Hungary	2	Naša praksa	NA	NA	NA	Zalaegerszeg	1982	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Megyei Tanács	121 p.	Hungarian	NA	NA	Zalaegerszeg	1982	szerb-horvát
202307	ZILAHY Lajos	Két fogoly		1926		spanyol	Spain	1	Las cárceles del alma	Brachfeld F. Oliver	NA	NA	Barcelona	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Círculo de lectores	577 p.	Hungarian	NA	NA	Barcelona	1982	spanyol
202409	FEKETE István	Kele		1955		orosz	Hungary	2	Kele	Voronkinoj T.	NA	NA	Budapest	1980	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	276 p. ill.	Hungarian	NA	NA	Budapest	1980	orosz
202517	FEKETE István	Lutra		1955		német	Hungary	2	Lutra: die Geschichte eines Fischotters	Schade Henriette; et al.	NA	NA	Budapest	1982	3. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	214 p. ill.	Hungarian	NA	NA	Budapest	1982	német
202550	---	Arion: Nemzetközi költői almanach				Multiple languages	Hungary	2	Almanach international de poésie (13)	NA	NA	NA	Budapest	1982	NA	-2		NA	NA	FALSE	NA	it	NA	NA	MSZH	270 p. ill.	Hungarian	NA	NA	Budapest	1982	Multiple languages
202551	GÁRDONYI Géza	Egri csillagok		1901		német	Hungary	2	Sterne von Eger	Schüching Mirza	NA	NA	Budapest	1982	8. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	516 p. ill.	Hungarian	NA	NA	Budapest	1982	német
202554	LENGYEL József	Három hídépítő		1960		német	Hungary	2	Die Kettenbrücke	Csongár Álmos	NA	Más cimen: Hídépítők	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	253 p.	Hungarian	NA	NA	Budapest	1982	német
202555	Lőrincz László	Az éjszaka doktora				német	Hungary	2	Die Ärztin der Nacht	Weissling Heinrich	NA	NA	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	387 p.	Hungarian	NA	NA	Budapest	1982	német
202557	MÁNDY Iván	Arnold, a bálnavadász		1977		német	Hungary	2	Arnold, der Walfischfänger	Skirecki Hans	NA	NA	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	186 p.	Hungarian	NA	NA	Budapest	1982	német
202558	PILINSZKY János	Források:	vers			francia	Hungary	2	Poèmes choisis	Clair Sarah; Gaspar Lorand	NA	NA	Budapest	1982	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Corvina	152 p.	Hungarian	NA	NA	Budapest	1982	francia
202559	Pintér Lidia	A csodakút tündére	gyerek\nnépmese			német	Hungary	2	Die Fee vom Wunderbrunnen: Märchen vom Balaton	Dubovitz Gertrud	NA	gyerekkönyv\nnépmese	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	109 p. ill.	Hungarian	NA	NA	Budapest	1982	német
202564	FEHÉR Klára	Vakáció Magyarországon		1976		német	Hungary	2	...und kommen Sie mal nach Ungarn!	Dira Liane	NA	NA	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	314 p.	Hungarian	NA	NA	Budapest	1982	német
202581	MIKSZÁTH Kálmán	Beszterce ostroma; Sipsirica; A gavallérok		1902		angol	Hungary	2	The siege of Beszterce; Gentry wedding; The Sipsirica	Sturgess Richard	NA	NA	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	424 p.	Hungarian; Hungarian; Hungarian	NA	NA	Budapest	1982	angol
202590	SZABÓ Lőrinc	A huszonhatodik év	vers	1957	Budapest	német	Hungary	2	Das sechsundzwanzigste Jahr: Lyrisches Requiem in hundertzwanzig Sonetten	NA	NA	NA	Budapest	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Corvina	146 p.	Hungarian	NA	NA	Budapest	1982	német
202601	---	Források:				német	Federal Republic of Germany	1	Hirtenworte zu Krieg und Frieden	NA	NA	NA	Köln	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Kiepenheuer und Witsch	xiii, 372 p.	English; Hungarian; Dutch	NA	NA	Köln	1983	német
202612	---	Források:				német	Federal Republic of Germany	1	Interview: erzählende Prosa aus Ungarn	NA	NA	szerzők: BOR Ambrus et al.	Erlangen	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Merkel	79 p.	Hungarian	NA	NA	Erlangen	1983	német
202614	KONRÁD György	A látogató		1969		német	Federal Republic of Germany	1	Der Besucher	Szenessy Mario	NA	NA	Frankfurt am Main	1978	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Suhrkamp	207 p.	Hungarian	NA	NA	Frankfurt am Main	1978	német
202615	NÁDAS Péter	Isten tenyerén ülünk		1980		német	Federal Republic of Germany	1	In Gottes Hand: Zwei Kapitel aus einer Chronik	Grosche Hildegard	Literarisches Colloquium / DAAD	NA	Berlin	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Literarisches Colloquium; Berliner Künstlerprogramm des DAAD	58 p.	Hungarian	NA	NA	Berlin	1983	német
202616	MAGYAR NÉPKÖLTÉS − PRÓZA	Az égigérő paszuly	népmese			német	German Democratic Rep. (to 1990)	2	Von der Bohne, die bis zum Himmel reichte: ungar. Volksmärchen	Thies Vera	NA	népmese	Niederwiesa	1980	3. ed.	-3		NA	NA	TRUE	NA	it	NA	NA	Nitzsche	24 p. ill.	Hungarian	NA	NA	Niederwiesa	1980	német
202620	LENGYEL Balázs	Volt egy gólyám	gyerek	1966		német	Austria	1	Mein Storch Struppi	Hofbauer Friedl	NA	gyerek	Mödling−Wien	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Verlag St. Gabriel	71 p. ill.	Hungarian	NA	NA	Mödling, Wien	1983	német
202625	ILLYÉS Gyula	Források:				finn	Finland	1	Tihanyin viiniä	Raittila Anna-Maija	NA	NA	Helsinki	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Yleisradio	40 p.	Hungarian	NA	NA	Hki	1983	finn
202626	GÁRDONYI Géza	Egri csillagok		1901		finn	Finland	1	Egerin tähdet	Liipola Yrjö	NA	NA	Helsinki	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	LIBRUM	508 p.	Hungarian	NA	NA	Hki	1983	finn
202627	KARINTHY Ferenc	Epepe		1970		finn	Finland	1	Epepe	Aho Otto	NA	NA	Helsinki	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	LIBRUM	237 p.	Hungarian	NA	NA	Hki	1982	finn
202628	KONRÁD György	A cinkos		1986	New York	finn	Finland	1	Häirikkö	Raittila Anna-Maija	NA	NA	Helsinki	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	LIBRUM	309 p.	Hungarian	NA	NA	Hki	1982	finn
202629	MAGYAR NÉPKÖLTÉS − PRÓZA	Források:	népmese			finn	Finland	1	Matias-kuningas ja hänen hovinsa	Luoto Reima T. A.\nEskola Vuokko; et al.	NA	NA	Helsinki	1982	NA	-3		NA	NA	FALSE	NA	it	NA	NA	LIBRUM	72 p. ill.	Hungarian	NA	NA	Hki	1982	finn
202637	BERTHA Bulcsu	A kenguru		1976	Budapest	bolgár	Bulgaria	2	Kenguru	Čalăkova Antoaneta	NA	NA	Sofija	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Narodna mladež	167 p.	Hungarian	NA	NA	Sofija	1982	bolgár
202639	MESTERHÁZI Lajos	A Prométheusz-rejtély		1973		bolgár	Bulgaria	2	Zagadkata na Prometej	Tron Aleksandra	NA	NA	Sofija	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Narodna kultura	391 p.	Hungarian	NA	NA	Sofija	1983	bolgár
202640	MÓRICZ Zsigmond	Légy jó mindhalálig		1920		bolgár	Bulgaria	2	Bădi dobăr do smărt	Mijatev Petăr	NA	NA	Sofija	1983	2. ed.	-1		NA	NA	FALSE	NA	it	NA	NA	Otečestvo	264 p.	Hungarian	NA	NA	Sofija	1983	bolgár
202641	RADNÓTI Miklós	Források:				bolgár	Bulgaria	2	Bez angel zakrilnik	Petrov Valeri	NA	NA	Sofija	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Narodna kultura	88 p.	Hungarian	NA	NA	Sofija	1983	bolgár
202642	---	Források:				bolgár	Bulgaria	2	Ungarski fantastični razkazi	Boevski Hristo; et al.	NA	NA	Sofija	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Otečestvo	288 p.	Hungarian	NA	NA	Sofija	1983	bolgár
202647	ADY Endre	Források:	vers			francia	France	1	Poèmes	Robin Armand	NA	NA	Cognac	1981	NA	-3		NA	NA	FALSE	NA	it	NA	NA	le Temps qu'il fait	1 v.	Hungarian	NA	NA	Cognac	1981	francia
202648	JANIKOVSZKY Éva	Velem mindig történik valami	gyerek	1972		francia	France	1	Ça n'arrive qu'à moi!	Tóth Mireille	NA	gyerek.	Paris	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Flammarion	32 p. ill.	Hungarian	NA	NA	Paris	1982	francia
202649	JÓKAI Mór	A kőszívű ember fiai	regény	1869		francia	France	1	Les trois fils de Coeur-de-Pierre	Sauvageot Aurélien	NA	NA	Paris	1983	N	-1		NA	NA	FALSE	NA	it	NA	NA	Publications orientalistes de France	413 p.	Hungarian	NA	NA	Paris	1983	francia
202650	Major-Zala Lajos	Támadj föll, Édes		1980	München	francia	France	1	Ressuscite, chérie	Kornheiser Georges	NA	NA	Paris	1982	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Saint-Germain-des-Près	121 p.	Hungarian	NA	NA	Paris	1982	francia
202651	PILINSZKY János	Források:	vers			francia	France	1	Poèmes choisis	Clair Sarah; Gaspar Lorand	NA	NA	Paris	1982	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Gallimard	152 p.	Hungarian	NA	NA	Paris	1982	francia
202657	CSÁTH Géza	Források:				angol	USA	1	Opium and other stories	Kessler Jascha; Rogers Charlotte	NA	NA	New York	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Penguin	205 p. ill.	Hungarian	NA	NA	New York	1983	angol
202676	KONRÁD György	A cinkos		1986	New York	angol	UK	1	The loser	NA	NA	NA	London	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Allen Lane	320 p.	Hungarian	NA	NA	London	1983	angol
202677	Falus György, József Gábor	Manden der styrtede ned; A Katamarán akció; After the funeral		1980		orosz	USSR (to 1991)	2	Zarubežnyj detektiv	Bužinskaja I.; Pereslegina E̊.; Šišmonin Ju.	NA	3 krimi, ebből egy magyar	Moscow	1983	NA	-2		NA	NA	FALSE	NA	it	NA	NA	Mol. gvardija	494 p.	Danish; Hungarian; English	NA	NA	Moskva	1983	orosz
202688	Balla Károly	Források:				ukrán	USSR (to 1991)	2	Rečytatyvy	Petrovcij I.	NA	NA	Kyiv	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Molod'	80 p.	Hungarian	NA	NA	Kyjiv	1983	ukrán
202689	BALLA László	Források:				orosz	USSR (to 1991)	2	Snova žizn'	Ternovskaja E.	NA	NA	Moscow	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Sovetskij pisatel'	222 p.	Hungarian	NA	NA	Moskva	1983	orosz
202690	BERKESI András	Sellő a pecsétgyűrűn, A 13. ügynök, Szól a kakas már		1972	Budapest	orosz	USSR (to 1991)	2	Persten' s pečatkoj. Agent N 13. Uže propeli petuhi	Gromov O.; Lejbutin G.	NA	NA	Moscow	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Pravda	544 p. ill.	Hungarian	NA	NA	Moskva	1983	orosz
202691	CSUKÁS István	Források:				orosz	USSR (to 1991)	2	Kak ja stal kinoakterom	Mudrova D.; et al.	NA	NA	Moscow	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Detskaja literatura	256 p. ill.	Hungarian	NA	NA	Moskva	1983	orosz
202692	CSÁK Gyula	Glemba		1981		orosz	USSR (to 1991)	2	Glemba	Voronkina Tat'jana I.; et al.	NA	NA	Moscow	1983	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Raduga	312 p.	Hungarian	NA	NA	Moskva	1983	orosz
202693	DÉRY Tibor	Források:				orosz	USSR (to 1991)	2	Izbrannoe	Gusev Jurij; et al.	NA	NA	Moscow	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Hudožestvennaja literatura	249 p.	Hungarian	NA	NA	Moskva	1983	orosz
202694	DÉRY Tibor	Kedves Bópeer...!		1973		fehérorosz	USSR (to 1991)	2	Mily ba-pe̊r!...	Šupen'ka Genadz'	NA	NA	Minsk	1983	NA	-1		Milyj bo-pe̊r!...	Russian	FALSE	NA	it	NA	NA	Mastackaja literatura	135 p. ill.	Hungarian	NA	NA	Minsk	1983	fehérorosz
202695	---	Források:				türkmén	USSR (to 1991)	2	E̊j, jašylbaš, jabany gaz!	Atabaev Atamyrat	NA	NA	Ašhabad	1983	NA	-3		Utka, utka, dikij gus'	Russian	FALSE	NA	it	NA	NA	Magaryf	24 p. ill.	Hungarian	NA	NA	Ašhabad	1983	türkmén
202696	GALGÓCZI Erzsébet	Források:				orosz	USSR (to 1991)	2	Vdova sela	Fadeev S.; Voronkina Tat'jana I.	NA	elbeszélések	Moscow	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Izvestija	109 p.	Hungarian	NA	NA	Moskva	1983	orosz
202697	HIDAS Antal	Források:				orosz	USSR (to 1991)	2	Lirika	Martynov L.; et al.	NA	NA	Moscow	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Pravda	32 p.	Hungarian	NA	NA	Moskva	1983	orosz
202698	HIDAS Antal	Források:				orosz	USSR (to 1991)	2	Utro vesennee, topol' sedoj...	Martynov L.; et al.	NA	NA	Moscow	1983	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Raduga	304 p.	Hungarian	NA	NA	Moskva	1983	orosz
202699	---	Források:				tadzsik	USSR (to 1991)	2	Hirsbačaqhoi čašmgurusna	Siddikova B.	NA	NA	Dushanbe	1983	NA	-3		Dva žadnyh medvežonka	Russian	FALSE	NA	it	NA	NA	Maorif	12 p. ill.	Hungarian	NA	NA	Dušanbe	1983	tadzsik
